rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
17357	MSTO1	misato homolog 1 (Drosophila)	1767	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17358	MT1A	metallothionein 1A	196	302	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17359	MT1H	metallothionein 1H	388	368	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17360	MT1X	metallothionein 1X	196	369	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17361	MT2A	metallothionein 2A	196	301	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17362	MT3	metallothionein 3	215	302	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17363	MT4	metallothionein 4	201	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17364	MTCP1	mature T-cell proliferation 1	429	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17365	MTCP1NB	mature T-cell proliferation 1 neighbor	642	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17366	MTERFD3	MTERF domain containing 3	1162	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17367	MTPN	myotrophin	369	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17368	MTRF1	mitochondrial translational release factor 1	1374	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17369	MUC21	mucin 21, cell surface associated	1709	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17370	MXI1	MAX interactor 1	983	3	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17371	MYCBP	c-myc binding protein	1809	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17372	MYCL1	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	1316	16	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17373	MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric	528	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17374	MYL12B	myosin, light chain 12B, regulatory	531	21	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17375	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	655	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17376	MYLPF	myosin light chain, phosphorylatable, fast skeletal muscle	538	25	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17377	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	786	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17378	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	526	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17379	NANP	N-acetylneuraminic acid phosphatase	753	68	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17380	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma	983	19	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17381	NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	1759	4	6	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17382	NAT8	N-acetyltransferase 8	688	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17383	NAT8B	N-acetyltransferase 8B (gene/pseudogene)	686	0	9	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17384	NBPF11	neuroblastoma breakpoint family, member 11	13515	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17385	NBPF15	neuroblastoma breakpoint family, member 15	2073	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17386	NBPF16	neuroblastoma breakpoint family, member 16	4146	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17387	NBPF7	neuroblastoma breakpoint family, member 7	1293	4	4	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17388	NBPF9	neuroblastoma breakpoint family, member 9	2909	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17389	NCBP2	nuclear cap binding protein subunit 2, 20kDa	485	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17390	NCF1	neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1)	1215	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17391	NCK1	NCK adaptor protein 1	1146	14	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17392	NCS1	neuronal calcium sensor 1	617	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17393	NDC80	NDC80 homolog, kinetochore complex component (S. cerevisiae)	1995	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17394	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	1255	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17395	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	271	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17396	NDUFA4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa	258	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17397	NDUFA8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	580	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17398	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4	538	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17399	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	330	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17400	NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	305	236	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17401	NDUFB4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa	434	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17402	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa	846	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17403	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	329	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17404	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	780	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17405	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	483	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17406	NEFL	neurofilament, light polypeptide 68kDa	1647	0	12	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17407	NEU2	sialidase 2 (cytosolic sialidase)	1146	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17408	NEURL2	neuralized homolog 2 (Drosophila)	1529	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17409	NEUROD1	neurogenic differentiation 1	1075	27	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17410	NHEDC1	Na+/H+ exchanger domain containing 1	1809	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17411	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	400	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17412	NINJ1	ninjurin 1	473	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17413	NIP7	nuclear import 7 homolog (S. cerevisiae)	909	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17414	NIPSNAP1	nipsnap homolog 1 (C. elegans)	893	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17415	NKAIN4	Na+/K+ transporting ATPase interacting 4	653	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17416	NKIRAS1	NFKB inhibitor interacting Ras-like 1	1203	91	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17417	NKIRAS2	NFKB inhibitor interacting Ras-like 2	647	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17418	NKX6-3	NK6 homeobox 3	414	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17419	NLGN4Y	neuroligin 4, Y-linked	2625	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17420	NLRC3	NLR family, CARD domain containing 3	3267	0	21	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17421	NME2	non-metastatic cells 2, protein (NM23B) expressed in	477	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17422	NMS	neuromedin S	502	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17423	NNMT	nicotinamide N-methyltransferase	805	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17424	NOMO1	NODAL modulator 1	3791	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17425	NOMO2	NODAL modulator 2	3934	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17426	NOMO3	NODAL modulator 3	3789	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17427	NPB	neuropeptide B	610	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17428	NPFF	neuropeptide FF-amide peptide precursor	352	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17429	NPM3	nucleophosmin/nucleoplasmin, 3	560	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17430	NPY	neuropeptide Y	304	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17431	NR1I3	nuclear receptor subfamily 1, group I, member 3	1223	9	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17432	NR2C2	nuclear receptor subfamily 2, group C, member 2	1904	13	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17433	NR2C2AP	nuclear receptor 2C2-associated protein	509	108	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17434	NR2E3	nuclear receptor subfamily 2, group E, member 3	1264	0	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17435	NRBF2	nuclear receptor binding factor 2	876	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17436	NRG4	neuregulin 4	368	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17437	NRN1	neuritin 1	437	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17438	NSA2	NSA2 ribosome biogenesis homolog (S. cerevisiae)	805	6	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17439	NTHL1	nth endonuclease III-like 1 (E. coli)	1088	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17440	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	790	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17441	NUDT10	nudix (nucleoside diphosphate linked moiety X)-type motif 10	504	29	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17442	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11	500	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17443	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15	503	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17444	NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2	452	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17445	NUDT8	nudix (nucleoside diphosphate linked moiety X)-type motif 8	664	3	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17446	NUP43	nucleoporin 43kDa	1173	23	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17447	NUS1	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	898	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17448	NUSAP1	nucleolar and spindle associated protein 1	1564	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17449	NUTF2	nuclear transport factor 2	400	16	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17450	NXF2	nuclear RNA export factor 2	3930	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17451	NXF2B	nuclear RNA export factor 2B	3930	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17452	NXF5	nuclear RNA export factor 5	1151	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17453	OAS1	2',5'-oligoadenylate synthetase 1, 40/46kDa	1418	51	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17454	OAZ1	ornithine decarboxylase antizyme 1	706	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17455	OAZ2	ornithine decarboxylase antizyme 2	587	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17456	OBFC2A	oligonucleotide/oligosaccharide-binding fold containing 2A	635	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17457	OBFC2B	oligonucleotide/oligosaccharide-binding fold containing 2B	660	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17458	OCIAD1	OCIA domain containing 1	808	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17459	OCIAD2	OCIA domain containing 2	491	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17460	OCM	oncomodulin	344	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17461	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	842	12	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17462	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	461	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17463	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive	1117	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17464	OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive	2234	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17465	OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2	2234	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17466	OPN3	opsin 3	3047	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17467	OR10H4	olfactory receptor, family 10, subfamily H, member 4	950	75	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17468	OR10K1	olfactory receptor, family 10, subfamily K, member 1	940	8	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17469	OR11H1	olfactory receptor, family 11, subfamily H, member 1	979	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17470	OR11H12	olfactory receptor, family 11, subfamily H, member 12	979	19	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17471	OR1B1	olfactory receptor, family 1, subfamily B, member 1	956	22	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17472	OR1E1	olfactory receptor, family 1, subfamily E, member 1	945	47	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17473	OR1N2	olfactory receptor, family 1, subfamily N, member 2	992	15	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17474	OR2A4	olfactory receptor, family 2, subfamily A, member 4	932	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17475	OR2A42	olfactory receptor, family 2, subfamily A, member 42	1490	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17476	OR2C1	olfactory receptor, family 2, subfamily C, member 1	943	2	0	4	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17477	OR2D2	olfactory receptor, family 2, subfamily D, member 2	926	9	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17478	OR2T29	olfactory receptor, family 2, subfamily T, member 29	930	350	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17479	OR2T3	olfactory receptor, family 2, subfamily T, member 3	957	100	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17480	OR2T34	olfactory receptor, family 2, subfamily T, member 34	957	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17481	OR2T35	olfactory receptor, family 2, subfamily T, member 35	972	568	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17482	OR2T5	olfactory receptor, family 2, subfamily T, member 5	948	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17483	OR2T8	olfactory receptor, family 2, subfamily T, member 8	937	90	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17484	OR2W5	olfactory receptor, family 2, subfamily W, member 5	965	7	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17485	OR4F21	olfactory receptor, family 4, subfamily F, member 21	937	193	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17486	OR4F4	olfactory receptor, family 4, subfamily F, member 4	918	145	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17487	OR4F5	olfactory receptor, family 4, subfamily F, member 5	918	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17488	OR4F6	olfactory receptor, family 4, subfamily F, member 6	937	3	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17489	OR51A7	olfactory receptor, family 51, subfamily A, member 7	937	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17490	OR52A4	olfactory receptor, family 52, subfamily A, member 4	919	2	4	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17491	OR52I1	olfactory receptor, family 52, subfamily I, member 1	974	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17492	OR56A5	olfactory receptor, family 56, subfamily A, member 5	940	217	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17493	OR5K2	olfactory receptor, family 5, subfamily K, member 2	950	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17494	OR5K4	olfactory receptor, family 5, subfamily K, member 4	964	11	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17495	OR5M1	olfactory receptor, family 5, subfamily M, member 1	948	65	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17496	OR6X1	olfactory receptor, family 6, subfamily X, member 1	937	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17497	OR7A17	olfactory receptor, family 7, subfamily A, member 17	928	23	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17498	OR8B3	olfactory receptor, family 8, subfamily B, member 3	940	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17499	OR8G1	olfactory receptor, family 8, subfamily G, member 1	1891	0	4	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17500	OR8G2	olfactory receptor, family 8, subfamily G, member 2	913	0	4	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17501	OR9G9	olfactory receptor, family 9, subfamily G, member 9	916	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17502	ORC6L	origin recognition complex, subunit 6 like (yeast)	785	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17503	ORM1	orosomucoid 1	626	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17504	ORMDL1	ORM1-like 1 (S. cerevisiae)	474	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17505	ORMDL3	ORM1-like 3 (S. cerevisiae)	474	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17506	OSGEP	O-sialoglycoprotein endopeptidase	2017	29	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17507	OSTBETA	solute carrier family 51, beta subunit	395	268	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17508	OSTM1	osteopetrosis associated transmembrane protein 1	1027	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17509	OSTN	osteocrin	408	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17510	OTOR	otoraplin	401	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17511	OTOS	otospiralin	278	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17512	OVCH2	ovochymase 2	1750	2	5	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17513	OXT	oxytocin, prepro- (neurophysin I)	390	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17514	P2RY11	purinergic receptor P2Y, G-protein coupled, 11	2004	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17515	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	1021	9	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17516	PADI6	peptidyl arginine deiminase, type VI	2146	0	9	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17517	PAEP	progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)	571	0	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17518	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	1219	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17519	PAGE2	P antigen family, member 2 (prostate associated)	354	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17520	PAGE4	P antigen family, member 4 (prostate associated)	325	956	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17521	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	1343	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17522	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)	1127	109	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17523	PARG	poly (ADP-ribose) glycohydrolase	2999	517	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17524	PARP11	poly (ADP-ribose) polymerase family, member 11	1045	1	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17525	PBLD	phenazine biosynthesis-like protein domain containing	990	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17526	PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	327	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17527	PCDHB9	protocadherin beta 9	2936	0	10	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17528	PCDHGB5	protocadherin gamma subfamily B, 5	24614	18	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17529	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	1094	6	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17530	PCNA	proliferating cell nuclear antigen	806	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17531	PCOLCE	procollagen C-endopeptidase enhancer	1718	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17532	PCOTH		941	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17533	PCP2	Purkinje cell protein 2	426	130	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17534	PCP4L1	Purkinje cell protein 4 like 1	215	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17535	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	1238	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17536	PDCL2	phosducin-like 2	749	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17537	PDCL3	phosducin-like 3	740	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17538	PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	8801	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17539	PDE6D	phosphodiesterase 6D, cGMP-specific, rod, delta	469	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17540	PDE6G	phosphodiesterase 6G, cGMP-specific, rod, gamma	277	330	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17541	PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma	264	648	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17542	PDGFA	platelet-derived growth factor alpha polypeptide	673	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17543	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	1474	32	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17544	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	1594	14	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17545	PDRG1	p53 and DNA damage regulated 1	418	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17546	PDZK1	PDZ domain containing 1	1592	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17547	PEA15	phosphoprotein enriched in astrocytes 15	405	21	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17548	PEBP1	phosphatidylethanolamine binding protein 1	576	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17549	PECAM1	platelet/endothelial cell adhesion molecule (CD31 antigen)	30	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17550	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	1343	5	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17551	PET117	PET117 homolog (S. cerevisiae)	276	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17552	PEX11B	peroxisomal biogenesis factor 11B	810	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17553	PEX12	peroxisomal biogenesis factor 12	1088	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17554	PFDN4	prefoldin subunit 4	417	273	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17555	PFDN6	prefoldin subunit 6	1554	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17556	PFN2	profilin 2	533	13	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17557	PFN3	profilin 3	652	0	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17558	PFN4	profilin family, member 4	406	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17559	PGA3	pepsinogen 3, group I (pepsinogen A)	1201	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17560	PGAM4	phosphoglycerate mutase family member 4	887	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17561	PGCP	carboxypeptidase Q	1447	21	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17562	PGK1	phosphoglycerate kinase 1	1294	54	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17563	PGLYRP1	peptidoglycan recognition protein 1	601	57	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17564	PGLYRP3	peptidoglycan recognition protein 3	1054	48	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17565	PHB	prohibitin	843	105	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17566	PHF21A	PHD finger protein 21A	2137	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17567	PHLDA2	pleckstrin homology-like domain, family A, member 2	465	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17568	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	1009	5	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17569	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	855	0	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
