gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
CELF1	CUGBP, Elav-like family member 1	1593	4	2	2	2	0	0	0	2	2	2	9.416103e-01	1	9.360000e-01	9.999996e-01	9.378088e-01	5.349139e-01	9.982611e-01	1
CETN2	centrin, EF-hand protein, 2	535	48	0	1	0	0	0	0	0	0	0	9.982639e-01	NaN	NaN	NaN	NaN	1	9.982639e-01	1
XXYLT1	xyloside xylosyltransferase 1	1476	11	1	0	0	0	0	0	0	0	0	9.982646e-01	NaN	NaN	NaN	NaN	1	9.982646e-01	1
GPR61	G protein-coupled receptor 61	1356	11	0	1	2	0	0	0	2	2	2	9.416757e-01	1	9.320000e-01	9.999995e-01	9.241445e-01	1.983473e-01	9.982651e-01	1
NCKAP1L	NCK-associated protein 1-like	3504	5	1	2	3	0	2	0	5	5	5	9.417066e-01	1	9.140000e-01	1	9.147030e-01	3.556000e-01	9.982669e-01	1
PALMD	palmdelphin	1726	1	1	0	1	1	0	0	2	2	2	9.418119e-01	1	8.730000e-01	9.999997e-01	8.683219e-01	2.793754e-01	9.982732e-01	1
C6orf25	chromosome 6 open reading frame 25	806	0	4	0	0	0	0	0	0	0	0	9.982741e-01	NaN	NaN	NaN	NaN	1	9.982741e-01	1
RNF168	ring finger protein 168	1736	1	0	0	0	0	0	0	0	0	0	9.982747e-01	NaN	NaN	NaN	NaN	1	9.982747e-01	1
CERS4	ceramide synthase 4	1223	17	1	2	3	0	0	0	3	3	3	9.418390e-01	1	8.340000e-01	1.000000e+00	8.401452e-01	2.778376e-01	9.982749e-01	1
MNX1	motor neuron and pancreas homeobox 1	1329	26	0	1	1	0	0	1	2	2	2	9.418593e-01	1	6.280000e-01	9.999994e-01	6.438903e-01	3.025401e-01	9.982761e-01	1
JRKL	jerky homolog-like (mouse)	1575	30	0	2	2	0	0	0	2	2	2	9.418798e-01	1	1.890000e-01	9.999996e-01	2.130684e-01	3.760210e-01	9.982773e-01	1
EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	1522	9	2	1	3	0	0	0	3	3	3	9.419374e-01	1	7.370000e-01	1.000000e+00	7.371218e-01	8.064312e-01	9.982808e-01	1
HOXD13	homeobox D13	1036	6	1	3	4	0	0	0	4	4	4	9.420552e-01	1	6.380000e-01	1.000000e+00	6.504473e-01	1.847396e-01	9.982878e-01	1
MISP		2052	7	0	2	6	0	0	0	6	6	6	9.421565e-01	1	8.270000e-01	1	8.368260e-01	4.079032e-01	9.982938e-01	1
MRPS14	mitochondrial ribosomal protein S14	395	4	1	0	0	0	0	0	0	0	0	9.982957e-01	NaN	NaN	NaN	NaN	1	9.982957e-01	1
SEC31A	SEC31 homolog A (S. cerevisiae)	4079	6	2	3	0	0	1	1	2	2	2	9.422834e-01	1	1.910000e-01	9.999999e-01	1.693039e-01	3.898791e-01	9.983014e-01	1
DYNLL2	dynein, light chain, LC8-type 2	278	2	1	0	0	0	0	0	0	0	0	9.983037e-01	NaN	NaN	NaN	NaN	1	9.983037e-01	1
AC005358.1		2085	21	1	3	7	0	0	0	7	7	7	9.423404e-01	1	5.940000e-01	1	6.161492e-01	2.942478e-01	9.983048e-01	1
ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	831	57	1	0	0	0	0	0	0	0	0	9.983070e-01	NaN	NaN	NaN	NaN	1	9.983070e-01	1
TEKT5	tektin 5	1482	6	1	1	2	0	0	0	2	2	2	9.423846e-01	1	5.850000e-01	9.999995e-01	6.054476e-01	2.237513e-01	9.983074e-01	1
IGFL4	IGF-like family member 4	387	3	0	0	0	0	0	0	0	0	0	9.983090e-01	NaN	NaN	NaN	NaN	1	9.983090e-01	1
CRIPT	cysteine-rich PDZ-binding protein	322	7	0	1	0	0	0	0	0	0	0	9.983142e-01	NaN	NaN	NaN	NaN	1	9.983142e-01	1
FBXO33	F-box protein 33	1680	17	0	1	2	0	0	0	2	2	2	9.425120e-01	1	6.790000e-01	9.999996e-01	6.903150e-01	6.794117e-01	9.983150e-01	1
MGP	matrix Gla protein	403	9	0	2	0	0	0	0	0	0	0	9.983152e-01	NaN	NaN	NaN	NaN	1	9.983152e-01	1
MOK	MOK protein kinase	1516	10	1	2	2	0	0	0	2	2	2	9.425224e-01	1	8.210000e-01	9.999996e-01	8.016641e-01	2.185160e-01	9.983156e-01	1
SF3B2	splicing factor 3b, subunit 2, 145kDa	2772	22	3	1	1	0	0	0	1	1	1	9.983192e-01	NaN	NaN	NaN	NaN	8.387097e-01	9.983192e-01	1
FSTL4	follistatin-like 4	2586	6	1	6	8	0	0	0	8	8	8	9.426065e-01	1	9.260000e-01	1	9.424621e-01	8.031213e-01	9.983205e-01	1
YPEL2	yippee-like 2 (Drosophila)	372	5	0	0	0	0	0	0	0	0	0	9.983243e-01	NaN	NaN	NaN	NaN	1	9.983243e-01	1
LINGO1	leucine rich repeat and Ig domain containing 1	1867	3	0	4	6	0	0	0	6	6	6	9.427266e-01	1	6.300000e-01	1	6.267189e-01	4.465856e-01	9.983276e-01	1
TUBGCP4	tubulin, gamma complex associated protein 4	2090	8	0	2	2	0	0	0	2	2	2	9.427894e-01	1	5.550000e-01	9.999998e-01	5.350933e-01	8.219439e-01	9.983313e-01	1
AMY2A	amylase, alpha 2A (pancreatic)	1572	81	0	1	1	0	0	0	1	1	1	9.983320e-01	NaN	NaN	NaN	NaN	3.600000e-01	9.983320e-01	1
MED17	mediator complex subunit 17	2019	18	1	1	2	0	0	0	2	2	2	9.428499e-01	1	2.100000e-01	9.999998e-01	1.813867e-01	4.730020e-01	9.983349e-01	1
MPG	N-methylpurine-DNA glycosylase	935	0	6	0	5	0	0	0	5	5	5	9.428935e-01	1	9.690000e-01	1.000000e+00	9.682729e-01	1.019761e-01	9.983375e-01	1
DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	2323	8	3	1	3	0	0	0	3	3	3	9.428957e-01	1	3.770000e-01	1.000000e+00	3.782141e-01	4.178542e-01	9.983376e-01	1
SDCCAG8	serologically defined colon cancer antigen 8	2227	8	2	4	5	0	0	0	5	5	5	9.429552e-01	1	4.790000e-01	1.000000e+00	4.896572e-01	6.771958e-01	9.983411e-01	1
PPIA	peptidylprolyl isomerase A (cyclophilin A)	516	11	0	1	0	0	0	0	0	0	0	9.983424e-01	NaN	NaN	NaN	NaN	1	9.983424e-01	1
RAB3IL1	RAB3A interacting protein (rabin3)-like 1	1339	19	1	1	2	0	0	0	2	2	2	9.429989e-01	1	6.860000e-01	9.999994e-01	6.947720e-01	2.284293e-02	9.983437e-01	1
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	1415	18	1	2	3	0	0	0	3	3	3	9.430447e-01	1	4.080000e-01	1.000000e+00	3.630141e-01	3.940213e-01	9.983463e-01	1
MRC2	mannose receptor, C type 2	4556	16	0	6	12	0	0	1	13	12	13	9.430569e-01	1	8.230000e-01	1	8.270345e-01	2.841114e-02	9.983471e-01	1
ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	3312	3	0	5	5	1	0	0	6	6	6	9.430639e-01	1	7.700000e-01	1	7.629113e-01	8.193699e-01	9.983475e-01	1
TSSK6	testis-specific serine kinase 6	822	3	6	0	0	0	0	0	0	0	0	9.983484e-01	NaN	NaN	NaN	NaN	1	9.983484e-01	1
IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	1501	4	1	0	0	0	0	0	0	0	0	9.983506e-01	NaN	NaN	NaN	NaN	1	9.983506e-01	1
POU2F1	POU class 2 homeobox 1	2457	8	0	3	3	0	0	0	3	3	3	9.431807e-01	1	5.400000e-01	1.000000e+00	5.395886e-01	3.632930e-01	9.983543e-01	1
LDB2	LIM domain binding 2	1310	6	1	1	3	0	0	0	3	3	3	9.432646e-01	1	8.840000e-01	1.000000e+00	8.949934e-01	6.582483e-01	9.983592e-01	1
PIDD	p53-induced death domain protein	2789	3	4	1	8	0	0	0	8	7	8	9.432701e-01	1	5.410000e-01	1	5.571159e-01	5.237176e-02	9.983595e-01	1
FERMT1	fermitin family homolog 1 (Drosophila)	2086	11	3	2	5	1	0	0	6	5	6	9.432866e-01	1	9.170000e-01	1.000000e+00	9.166275e-01	2.590031e-01	9.983605e-01	1
DEFB107A	defensin, beta 107A	217	29	0	0	0	0	0	0	0	0	0	9.983635e-01	NaN	NaN	NaN	NaN	1	9.983635e-01	1
PAGR1		773	2	0	2	1	0	0	0	1	1	1	9.983637e-01	NaN	NaN	NaN	NaN	1.295337e-01	9.983637e-01	1
PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma	260	5	0	0	0	0	0	0	0	0	0	9.983667e-01	NaN	NaN	NaN	NaN	1	9.983667e-01	1
C22orf15	chromosome 22 open reading frame 15	589	0	0	0	0	0	0	0	0	0	0	9.983669e-01	NaN	NaN	NaN	NaN	1	9.983669e-01	1
ACVR2B	activin A receptor, type IIB	1579	34	1	1	4	0	0	0	4	4	4	9.434012e-01	1	7.160000e-01	1.000000e+00	7.138462e-01	8.165956e-01	9.983672e-01	1
NCS1	neuronal calcium sensor 1	609	20	0	0	0	0	0	0	0	0	0	9.983713e-01	NaN	NaN	NaN	NaN	1	9.983713e-01	1
NDRG1	N-myc downstream regulated gene 1	1241	3	1	4	1	0	0	0	1	1	1	9.983732e-01	NaN	NaN	NaN	NaN	2.461538e-02	9.983732e-01	1
PPP2R3B	protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta	3552	1	0	5	9	0	2	1	12	12	12	9.435146e-01	1	9.610000e-01	1	9.715219e-01	3.120468e-01	9.983738e-01	1
MRPL49	mitochondrial ribosomal protein L49	653	4	0	2	0	0	0	0	0	0	0	9.983742e-01	NaN	NaN	NaN	NaN	1	9.983742e-01	1
RTN4RL2	reticulon 4 receptor-like 2	1446	2	0	3	3	0	0	0	3	3	3	9.435229e-01	1	6.770000e-01	1.000000e+00	6.912222e-01	2.156597e-01	9.983743e-01	1
HAUS7	HAUS augmin-like complex, subunit 7	1356	1	0	0	0	0	0	0	0	0	0	9.983786e-01	NaN	NaN	NaN	NaN	1	9.983786e-01	1
BMP7	bone morphogenetic protein 7 (osteogenic protein 1)	1411	0	1	9	15	0	0	0	15	14	15	9.436125e-01	1	7.730000e-01	1	7.733187e-01	5.731453e-01	9.983795e-01	1
PTS	6-pyruvoyltetrahydropterin synthase	458	0	0	4	2	0	0	0	2	2	2	9.436434e-01	1	6.460000e-01	9.999953e-01	6.777258e-01	6.741617e-01	9.983813e-01	1
PPP6R2	protein phosphatase 6, regulatory subunit 2	2991	15	2	2	5	0	0	0	5	5	5	9.438164e-01	1	6.140000e-01	1.000000e+00	6.213997e-01	3.306281e-01	9.983913e-01	1
CDK16	cyclin-dependent kinase 16	1787	5	0	1	2	0	0	0	2	2	2	9.439378e-01	1	8.760000e-01	9.999997e-01	8.685221e-01	7.047161e-02	9.983983e-01	1
ZBTB7A	zinc finger and BTB domain containing 7A	1759	0	0	8	4	2	0	1	7	6	7	9.439386e-01	1	7.750000e-01	1	7.681879e-01	3.617482e-01	9.983983e-01	1
GSDMD	gasdermin D	1643	7	2	4	0	0	0	1	1	1	1	9.983988e-01	NaN	NaN	NaN	NaN	5.374036e-01	9.983988e-01	1
KIF18A	kinesin family member 18A	2757	29	2	2	8	0	0	0	8	8	8	9.440577e-01	1	4.620000e-01	1	4.538867e-01	5.784750e-01	9.984052e-01	1
CMTM3	CKLF-like MARVEL transmembrane domain containing 3	755	19	0	2	0	0	0	0	0	0	0	9.984078e-01	NaN	NaN	NaN	NaN	1	9.984078e-01	1
DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1794	3	0	3	1	0	0	1	2	2	2	9.441035e-01	1	7.220000e-01	9.999997e-01	7.258943e-01	6.690458e-01	9.984078e-01	1
CINP	cyclin-dependent kinase 2 interacting protein	709	7	0	2	0	0	0	0	0	0	0	9.984086e-01	NaN	NaN	NaN	NaN	1	9.984086e-01	1
ZNF695	zinc finger protein 695	1695	16	0	2	2	0	0	0	2	2	2	9.441180e-01	1	9.350000e-01	9.999997e-01	9.372325e-01	9.570172e-01	9.984087e-01	1
SNCA	synuclein, alpha (non A4 component of amyloid precursor)	482	37	0	1	0	0	0	0	0	0	0	9.984101e-01	NaN	NaN	NaN	NaN	1	9.984101e-01	1
RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	1652	5	0	1	0	0	0	0	0	0	0	9.984105e-01	NaN	NaN	NaN	NaN	1	9.984105e-01	1
APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like)	2332	0	0	7	4	1	0	0	5	5	5	9.442610e-01	1	5.420000e-01	1.000000e+00	5.301235e-01	2.089102e-01	9.984169e-01	1
PEBP1	phosphatidylethanolamine binding protein 1	576	1	0	2	0	0	0	0	0	0	0	9.984190e-01	NaN	NaN	NaN	NaN	1	9.984190e-01	1
MIF4GD	MIF4G domain containing	899	18	1	1	0	0	0	0	0	0	0	9.984205e-01	NaN	NaN	NaN	NaN	1	9.984205e-01	1
DEFB114	defensin, beta 114	214	3	1	0	0	0	0	0	0	0	0	9.984207e-01	NaN	NaN	NaN	NaN	1	9.984207e-01	1
HSPA1A	heat shock 70kDa protein 1A	1926	10	0	0	0	0	0	0	0	0	0	9.984220e-01	NaN	NaN	NaN	NaN	1	9.984220e-01	1
MICU3		1647	40	0	4	5	0	0	1	6	6	5	9.443513e-01	1	1	1	9.994241e-01	1.149845e-02	9.984221e-01	1
TMCC2	transmembrane and coiled-coil domain family 2	2249	10	0	2	3	0	0	0	3	3	3	9.443870e-01	1	8.220000e-01	1.000000e+00	8.156731e-01	3.860726e-01	9.984241e-01	1
PGAP3	post-GPI attachment to proteins 3	991	3	0	4	2	0	0	0	2	2	2	9.443924e-01	1	4.560000e-01	9.999990e-01	4.300145e-01	7.968207e-01	9.984244e-01	1
RBM24	RNA binding motif protein 24	754	1	1	2	0	0	0	0	0	0	0	9.984248e-01	NaN	NaN	NaN	NaN	1	9.984248e-01	1
ORM1	orosomucoid 1	1037	14	0	2	0	0	0	0	0	0	0	9.984281e-01	NaN	NaN	NaN	NaN	1	9.984281e-01	1
RAN	RAN, member RAS oncogene family	726	2	0	1	0	0	0	0	0	0	0	9.984299e-01	NaN	NaN	NaN	NaN	1	9.984299e-01	1
LYST	lysosomal trafficking regulator	11607	16	4	8	17	0	1	3	21	20	21	9.445759e-01	1	9.070000e-01	1	8.932946e-01	8.382404e-01	9.984349e-01	1
FOXD4L1	forkhead box D4-like 1	1227	18	0	1	0	0	0	0	0	0	0	9.984356e-01	NaN	NaN	NaN	NaN	1	9.984356e-01	1
FRG1	FSHD region gene 1	809	5	0	2	0	0	0	0	0	0	0	9.984370e-01	NaN	NaN	NaN	NaN	1	9.984370e-01	1
SPATA20	spermatogenesis associated 20	2473	35	3	1	1	1	0	1	3	3	3	9.446462e-01	1	7.280000e-01	1.000000e+00	7.239904e-01	3.560074e-01	9.984389e-01	1
REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	9517	14	0	12	15	0	0	2	17	17	17	9.446670e-01	1	6.640000e-01	1	6.563186e-01	9.979737e-01	9.984401e-01	1
NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	2440	3	1	5	14	0	1	0	15	13	15	9.447209e-01	1	7.190000e-01	1	7.116090e-01	6.833868e-02	9.984432e-01	1
SGMS1	sphingomyelin synthase 1	1481	5	1	1	3	0	0	0	3	3	3	9.447828e-01	1	9.920000e-01	1.000000e+00	9.928050e-01	7.843357e-01	9.984467e-01	1
MYH2	myosin, heavy chain 2, skeletal muscle, adult	5974	16	3	10	20	2	0	2	24	23	24	9.448087e-01	1	5.350000e-01	1	5.296383e-01	9.416707e-01	9.984481e-01	1
CD52	CD52 molecule	190	4	0	1	0	0	0	0	0	0	0	9.984507e-01	NaN	NaN	NaN	NaN	1	9.984507e-01	1
TRIM33	tripartite motif-containing 33	3536	48	0	3	4	0	1	0	5	5	5	9.448549e-01	1	9.260000e-01	1	9.339239e-01	3.477571e-01	9.984508e-01	1
IFNG	interferon, gamma	513	13	0	2	0	0	0	0	0	0	0	9.984516e-01	NaN	NaN	NaN	NaN	1	9.984516e-01	1
GTPBP2	GTP binding protein 2	1853	17	2	1	2	0	0	1	3	3	3	9.448776e-01	1	9.770000e-01	1.000000e+00	9.768302e-01	6.308908e-01	9.984520e-01	1
BMP8A	bone morphogenetic protein 8a	1233	0	0	8	0	0	0	0	0	0	0	9.984527e-01	NaN	NaN	NaN	NaN	1	9.984527e-01	1
RPL22L1	ribosomal protein L22-like 1	381	0	1	1	0	0	0	0	0	0	0	9.984544e-01	NaN	NaN	NaN	NaN	1	9.984544e-01	1
TMEM37	transmembrane protein 37	636	0	5	0	0	0	0	0	0	0	0	9.984572e-01	NaN	NaN	NaN	NaN	1	9.984572e-01	1
ACBD6	acyl-Coenzyme A binding domain containing 6	877	16	0	2	0	0	0	0	0	0	0	9.984589e-01	NaN	NaN	NaN	NaN	1	9.984589e-01	1
HOPX	HOP homeobox	418	0	2	0	0	0	0	0	0	0	0	9.984591e-01	NaN	NaN	NaN	NaN	1	9.984591e-01	1
SETD7	SET domain containing (lysine methyltransferase) 7	1483	58	0	1	1	0	0	0	1	1	1	9.984612e-01	NaN	NaN	NaN	NaN	9.517949e-01	9.984612e-01	1
SLCO1B7	solute carrier organic anion transporter family, member 1B7 (non-functional)	2340	1	0	0	0	0	0	0	0	0	0	9.984616e-01	NaN	NaN	NaN	NaN	1	9.984616e-01	1
TMEM132B	transmembrane protein 132B	3269	3	1	7	10	2	0	1	13	12	13	9.454343e-01	1	5.850000e-01	1	5.736985e-01	9.754755e-01	9.984835e-01	1
FAM211B	family with sequence similarity 211, member B	960	0	4	0	0	0	0	0	0	0	0	9.984895e-01	NaN	NaN	NaN	NaN	1	9.984895e-01	1
TMEM231	transmembrane protein 231	1068	2	3	0	1	0	1	0	2	2	2	9.455987e-01	1	1	9.999991e-01	1	3.796197e-01	9.984927e-01	1
FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)	1588	0	1	2	2	0	0	0	2	2	2	9.456033e-01	1	8.210000e-01	9.999996e-01	8.165047e-01	2.788695e-01	9.984929e-01	1
POTEF	POTE ankyrin domain family, member F	3314	2	0	1	2	0	0	0	2	2	2	9.456231e-01	1	3.770000e-01	9.999999e-01	3.773581e-01	9.863392e-01	9.984940e-01	1
HEXA	hexosaminidase A (alpha polypeptide)	1679	10	1	0	4	0	0	0	4	2	4	9.456323e-01	1	3.780000e-01	9.999996e-01	3.796976e-01	7.992329e-01	9.984945e-01	1
TBC1D9	TBC1 domain family, member 9 (with GRAM domain)	3881	7	0	10	8	0	3	1	12	11	12	9.456345e-01	1	9.770000e-01	1	9.831169e-01	7.803146e-01	9.984947e-01	1
CYHR1	cysteine/histidine-rich 1	1810	4	0	0	0	0	0	0	0	0	0	9.984955e-01	NaN	NaN	NaN	NaN	1	9.984955e-01	1
CCDC160	coiled-coil domain containing 160	978	15	0	1	3	0	0	0	3	3	3	9.456776e-01	1	6.370000e-01	1.000000e+00	6.547736e-01	4.593432e-02	9.984971e-01	1
MAL2	mal, T-cell differentiation protein 2	544	5	0	1	0	0	0	0	0	0	0	9.985000e-01	NaN	NaN	NaN	NaN	1	9.985000e-01	1
ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	2015	4	2	6	3	0	0	1	4	4	4	9.457914e-01	1	5.500000e-01	1.000000e+00	5.725704e-01	7.314425e-01	9.985034e-01	1
TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	3562	19	2	4	5	0	0	0	5	5	5	9.458103e-01	1	9.200000e-01	1	9.251434e-01	9.676786e-01	9.985045e-01	1
ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	1211	0	1	4	3	0	0	0	3	3	3	9.458187e-01	1	5.910000e-01	1.000000e+00	6.122928e-01	5.524211e-01	9.985049e-01	1
ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	2992	6	1	1	5	0	0	0	5	5	5	9.459048e-01	1	6.240000e-01	1.000000e+00	6.201005e-01	4.497010e-01	9.985097e-01	1
SKAP2	src kinase associated phosphoprotein 2	1127	17	0	1	0	0	0	0	0	0	0	9.985116e-01	NaN	NaN	NaN	NaN	1	9.985116e-01	1
SLC22A4	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	1692	4	0	1	2	0	0	0	2	2	2	9.460283e-01	1	8.560000e-01	9.999997e-01	8.502824e-01	3.684750e-01	9.985166e-01	1
MTX1	metaxin 1	1429	29	0	1	1	0	0	0	1	1	1	9.985170e-01	NaN	NaN	NaN	NaN	8.315789e-01	9.985170e-01	1
GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	3380	0	2	8	11	0	1	0	12	12	12	9.460452e-01	1	7.900000e-01	1	8.011086e-01	5.300438e-01	9.985175e-01	1
KATNB1	katanin p80 (WD repeat containing) subunit B 1	2040	17	3	1	1	0	0	0	1	1	1	9.985179e-01	NaN	NaN	NaN	NaN	4.019608e-01	9.985179e-01	1
MKS1	Meckel syndrome, type 1	1958	17	0	2	2	0	0	1	3	3	3	9.460820e-01	1	9.200000e-01	1.000000e+00	9.135008e-01	1.077104e-01	9.985196e-01	1
TBX1	T-box 1	1818	0	1	7	1	0	0	0	1	1	1	9.985201e-01	NaN	NaN	NaN	NaN	1.000000e+00	9.985201e-01	1
SLCO1B1	solute carrier organic anion transporter family, member 1B1	2128	3	1	5	8	0	1	1	10	10	10	9.461009e-01	1	7.580000e-01	1	7.377698e-01	4.921083e-01	9.985206e-01	1
GRIK1	glutamate receptor, ionotropic, kainate 1	3091	3	2	1	9	0	0	0	9	8	9	9.461194e-01	1	7.500000e-01	1	7.661286e-01	5.968747e-01	9.985216e-01	1
NCOA2	nuclear receptor coactivator 2	4475	4	0	5	5	0	1	0	6	6	6	9.461588e-01	1	6.890000e-01	1	6.647981e-01	7.880190e-01	9.985238e-01	1
PC	pyruvate carboxylase	3839	11	3	2	5	0	1	0	6	6	6	9.461594e-01	1	9.790000e-01	1	9.812019e-01	2.444007e-01	9.985239e-01	1
HBA1	hemoglobin, alpha 1	437	11	0	1	0	0	0	0	0	0	0	9.985264e-01	NaN	NaN	NaN	NaN	1	9.985264e-01	1
C1orf54	chromosome 1 open reading frame 54	481	33	0	0	0	0	0	0	0	0	0	9.985289e-01	NaN	NaN	NaN	NaN	1	9.985289e-01	1
OIT3	oncoprotein induced transcript 3	1670	66	1	1	2	0	0	0	2	2	2	9.464812e-01	1	6.200000e-01	9.999996e-01	6.098099e-01	5.977742e-01	9.985416e-01	1
HCFC1R1	host cell factor C1 regulator 1 (XPO1 dependent)	480	29	0	1	0	0	0	0	0	0	0	9.985418e-01	NaN	NaN	NaN	NaN	1	9.985418e-01	1
PRAMEF7	PRAME family member 7	1433	65	0	0	0	0	0	0	0	0	0	9.985423e-01	NaN	NaN	NaN	NaN	1	9.985423e-01	1
DNM1	dynamin 1	2846	3	1	5	6	0	0	1	7	7	7	9.465238e-01	1	6.620000e-01	1	6.508086e-01	7.476225e-01	9.985440e-01	1
ATXN2	ataxin 2	4123	1	0	4	6	0	0	0	6	5	6	9.465389e-01	1	8.260000e-01	1	8.421497e-01	1.790494e-01	9.985448e-01	1
EFTUD2	elongation factor Tu GTP binding domain containing 2	3025	9	0	5	3	0	0	0	3	3	3	9.465459e-01	1	3.850000e-01	1.000000e+00	3.919145e-01	3.491922e-01	9.985452e-01	1
ZNF821	zinc finger protein 821	1263	8	1	1	2	0	0	0	2	2	2	9.465578e-01	1	9.400000e-01	9.999994e-01	9.342802e-01	7.207548e-01	9.985458e-01	1
ZNF500	zinc finger protein 500	1490	35	0	2	1	1	0	0	2	2	2	9.466198e-01	1	1	9.999996e-01	1	3.504121e-01	9.985492e-01	1
FREM1	FRAS1 related extracellular matrix 1	6732	1	1	8	24	0	1	0	25	24	25	9.466411e-01	1	7.990000e-01	1	7.659250e-01	7.979163e-01	9.985504e-01	1
CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	464	2	0	0	0	0	0	0	0	0	0	9.985527e-01	NaN	NaN	NaN	NaN	1	9.985527e-01	1
DYNLT1	dynein, light chain, Tctex-type 1	580	7	0	0	0	0	0	0	0	0	0	9.985533e-01	NaN	NaN	NaN	NaN	1	9.985533e-01	1
IRX5	iroquois homeobox 5	1669	0	0	10	15	0	0	1	16	15	16	9.468006e-01	1	9.990000e-01	1	9.981050e-01	4.966969e-01	9.985591e-01	1
LOX	lysyl oxidase	1278	2	0	5	3	0	0	0	3	3	3	9.468255e-01	1	7.180000e-01	1.000000e+00	7.247924e-01	6.835013e-01	9.985605e-01	1
CYP11A1	cytochrome P450, family 11, subfamily A, polypeptide 1	1598	44	0	4	1	0	0	1	2	2	2	9.468824e-01	1	9.250000e-01	9.999996e-01	9.201977e-01	5.852060e-01	9.985636e-01	1
PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A	1113	146	0	1	0	0	0	0	0	0	0	9.985650e-01	NaN	NaN	NaN	NaN	1	9.985650e-01	1
STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	1873	20	0	3	1	0	0	0	1	1	1	9.985658e-01	NaN	NaN	NaN	NaN	4.352941e-01	9.985658e-01	1
ICAM3	intercellular adhesion molecule 3	1668	10	1	3	2	0	0	0	2	2	2	9.469542e-01	1	6.110000e-01	9.999996e-01	6.068247e-01	3.605353e-01	9.985675e-01	1
GPR4	G protein-coupled receptor 4	1089	12	1	2	2	0	0	0	2	2	2	9.469686e-01	1	8.050000e-01	9.999992e-01	7.852659e-01	3.887542e-01	9.985683e-01	1
JMJD7	jumonji domain containing 7	979	0	2	3	2	0	0	0	2	2	2	9.469768e-01	1	7.730000e-01	9.999990e-01	7.830460e-01	9.268024e-01	9.985687e-01	1
ICOS	inducible T-cell co-stimulator	616	2	0	1	0	0	0	0	0	0	0	9.985688e-01	NaN	NaN	NaN	NaN	1	9.985688e-01	1
NKX6-3	NK6 homeobox 3	970	159	0	0	0	0	0	0	0	0	0	9.985694e-01	NaN	NaN	NaN	NaN	1	9.985694e-01	1
RSPRY1	ring finger and SPRY domain containing 1	1783	13	0	1	2	0	0	0	2	2	2	9.470047e-01	1	4.600000e-01	9.999997e-01	4.694389e-01	9.571947e-01	9.985703e-01	1
BSX	brain-specific homeobox	710	0	0	4	2	0	0	0	2	2	2	9.470128e-01	1	7.770000e-01	9.999980e-01	7.846102e-01	7.271195e-01	9.985707e-01	1
PCOLCE	procollagen C-endopeptidase enhancer	1382	7	2	0	0	0	0	0	0	0	0	9.985713e-01	NaN	NaN	NaN	NaN	1	9.985713e-01	1
GCOM1	myocardial zonula adherens protein	2578	1	2	2	4	0	1	0	5	5	5	9.470575e-01	1	8.680000e-01	1.000000e+00	8.561746e-01	7.968910e-01	9.985731e-01	1
RGPD8	RANBP2-like and GRIP domain containing 8	5501	72	0	0	0	0	0	1	1	1	1	9.985733e-01	NaN	NaN	NaN	NaN	8.291139e-01	9.985733e-01	1
LRP3	low density lipoprotein receptor-related protein 3	2337	26	2	3	7	0	1	0	8	8	8	9.470706e-01	1	2.950000e-01	1	2.892322e-01	1.005969e-01	9.985739e-01	1
ADAMTSL1	ADAMTS-like 1	5653	6	4	11	28	0	2	1	31	23	31	9.471119e-01	1	1	1	9.997319e-01	9.203585e-01	9.985761e-01	1
TET3	tet oncogene family member 3	5015	5	0	9	9	2	0	1	12	11	12	9.471137e-01	1	8.500000e-01	1	8.310097e-01	5.722753e-01	9.985762e-01	1
