gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
ZNF629	zinc finger protein 629	2614	12	0	4	10	0	0	0	10	9	10	7.666371e-01	1	8.990000e-01	1	9.107515e-01	4.223119e-01	9.703646e-01	1
ARL15	ADP-ribosylation factor-like 15	648	56	0	0	3	0	0	0	3	3	3	7.668197e-01	1	7.600000e-01	1.000000e+00	7.302326e-01	5.023038e-01	9.704131e-01	1
SARNP	SAP domain containing ribonucleoprotein	723	11	2	1	2	0	0	0	2	2	2	7.669069e-01	1	6.420000e-01	9.999981e-01	6.081453e-01	3.415842e-01	9.704362e-01	1
MYL4	myosin, light chain 4, alkali; atrial, embryonic	614	3	1	2	2	0	0	0	2	2	2	7.670732e-01	1	5.660000e-01	9.999974e-01	5.613383e-01	4.680938e-02	9.704803e-01	1
ADIG	adipogenin	660	28	0	0	2	0	0	0	2	2	2	7.670824e-01	1	5.030000e-01	9.999977e-01	4.968221e-01	7.204878e-01	9.704828e-01	1
TTC7B	tetratricopeptide repeat domain 7B	2663	1	1	2	6	1	0	1	8	8	8	7.671192e-01	1	3.910000e-01	1	3.966930e-01	4.318624e-01	9.704925e-01	1
GZMH	granzyme H (cathepsin G-like 2, protein h-CCPX)	758	4	0	1	2	0	0	0	2	2	2	7.672373e-01	1	5.320000e-01	9.999983e-01	5.354539e-01	8.616376e-02	9.705238e-01	1
SAP30L	SAP30-like	564	8	1	1	1	1	0	0	2	2	2	7.672456e-01	1	8.940000e-01	9.999969e-01	8.998900e-01	1.625366e-02	9.705260e-01	1
B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	1689	24	1	2	3	0	1	0	4	4	4	7.673321e-01	1	7.600000e-01	1.000000e+00	7.589286e-01	6.672277e-01	9.705489e-01	1
GLYR1	glyoxylate reductase 1 homolog (Arabidopsis)	1722	6	1	4	7	0	0	0	7	6	7	7.674457e-01	1	5.730000e-01	1	5.946574e-01	5.110365e-01	9.705790e-01	1
PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	2459	7	3	4	13	1	0	0	14	12	14	7.674781e-01	1	6.410000e-01	1	6.341382e-01	7.556861e-01	9.705876e-01	1
USP47	ubiquitin specific peptidase 47	4240	12	3	3	7	0	1	2	10	8	10	7.676159e-01	1	6.830000e-01	1	6.387254e-01	8.384621e-01	9.706240e-01	1
CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	6984	1	3	11	16	1	2	1	20	20	20	7.678195e-01	1	8.590000e-01	1	8.388376e-01	6.464526e-01	9.706779e-01	1
CWC15	CWC15 homolog (S. cerevisiae)	709	58	0	1	1	0	0	0	1	1	1	9.707167e-01	NaN	NaN	NaN	NaN	2.674897e-01	9.707167e-01	1
PARP3	poly (ADP-ribose) polymerase family, member 3	1663	4	0	3	5	0	0	1	6	6	6	7.679977e-01	1	7.030000e-01	1	6.936486e-01	5.148296e-01	9.707249e-01	1
NUAK2	NUAK family, SNF1-like kinase, 2	1911	16	2	0	7	0	0	0	7	7	7	7.681479e-01	1	8.780000e-01	1	9.001873e-01	1.631880e-01	9.707646e-01	1
SLC35B4	solute carrier family 35, member B4	1032	6	2	1	0	1	0	0	1	1	1	9.707802e-01	NaN	NaN	NaN	NaN	1.891892e-01	9.707802e-01	1
AQPEP		3088	48	1	6	9	0	0	2	11	10	11	7.683858e-01	1	9.980000e-01	1	9.977400e-01	5.278468e-01	9.708273e-01	1
PITX1	paired-like homeodomain 1	953	10	0	4	9	0	0	0	9	6	9	7.684192e-01	1	7.010000e-01	1.000000e+00	7.072762e-01	5.203950e-01	9.708361e-01	1
ARPC5L	actin related protein 2/3 complex, subunit 5-like	474	10	1	0	2	0	0	0	2	2	2	7.684367e-01	1	7.800000e-01	9.999956e-01	7.744734e-01	2.323646e-01	9.708407e-01	1
IGF2BP1	insulin-like growth factor 2 mRNA binding protein 1	1790	2	2	1	3	0	1	0	4	4	4	7.687723e-01	1	9.740000e-01	1.000000e+00	9.796088e-01	8.065107e-01	9.709290e-01	1
PPA1	pyrophosphatase (inorganic) 1	938	17	2	1	1	0	0	0	1	1	1	9.709525e-01	NaN	NaN	NaN	NaN	4.605985e-01	9.709525e-01	1
COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	1050	0	2	1	1	0	0	0	1	1	1	9.709680e-01	NaN	NaN	NaN	NaN	5.718204e-01	9.709680e-01	1
RARB	retinoic acid receptor, beta	1555	7	1	2	9	0	0	0	9	8	9	7.690115e-01	1	9.210000e-01	1	9.154986e-01	7.773892e-01	9.709919e-01	1
SAMD4B	sterile alpha motif domain containing 4B	2168	0	1	1	3	0	0	0	3	3	3	7.692325e-01	1	8.510000e-01	1.000000e+00	8.480658e-01	5.831194e-01	9.710499e-01	1
SECTM1	secreted and transmembrane 1	759	0	1	3	4	0	0	0	4	4	4	7.692536e-01	1	8.750000e-01	1.000000e+00	8.788750e-01	9.749764e-01	9.710554e-01	1
DUSP21	dual specificity phosphatase 21	573	41	0	1	1	0	0	0	1	1	1	9.710686e-01	NaN	NaN	NaN	NaN	5.189744e-01	9.710686e-01	1
SLC38A1	solute carrier family 38, member 1	1672	29	1	2	4	0	0	0	4	4	4	7.695098e-01	1	4.740000e-01	1.000000e+00	4.483913e-01	3.237977e-01	9.711226e-01	1
HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	1010	8	1	2	1	0	0	0	1	1	1	9.711468e-01	NaN	NaN	NaN	NaN	7.619048e-01	9.711468e-01	1
MAGED1	melanoma antigen family D, 1	2549	12	3	4	6	2	1	0	9	9	9	7.696610e-01	1	9.660000e-01	1	9.581754e-01	3.141594e-01	9.711622e-01	1
EPHA1	EPH receptor A1	2999	2	1	5	10	1	2	0	13	13	12	7.698353e-01	1	9.960000e-01	1	9.938417e-01	1.629355e-02	9.712078e-01	1
PRAME	preferentially expressed antigen in melanoma	1542	2	0	5	1	0	0	0	1	1	1	9.712212e-01	NaN	NaN	NaN	NaN	6.201550e-01	9.712212e-01	1
DENND2D	DENN/MADD domain containing 2D	1520	9	0	2	3	0	0	0	3	3	3	7.700949e-01	1	8.440000e-01	1.000000e+00	8.329727e-01	3.211662e-01	9.712757e-01	1
HBG2	hemoglobin, gamma G	516	8	2	0	2	0	1	0	3	2	3	7.700973e-01	1	2.680000e-01	9.999963e-01	3.090018e-01	8.154635e-01	9.712763e-01	1
CABYR	calcium binding tyrosine-(Y)-phosphorylation regulated	1198	5	5	2	1	0	0	0	1	1	1	9.712844e-01	NaN	NaN	NaN	NaN	8.928571e-01	9.712844e-01	1
ARL4C	ADP-ribosylation factor-like 4C	612	15	0	0	2	0	0	0	2	2	2	7.702101e-01	1	7.060000e-01	9.999974e-01	6.928153e-01	8.308923e-01	9.713057e-01	1
FAM206A	family with sequence similarity 206, member A	655	0	1	1	1	0	1	0	2	2	2	7.702512e-01	1	9.720000e-01	9.999977e-01	9.736617e-01	9.813255e-01	9.713165e-01	1
KCTD12	potassium channel tetramerisation domain containing 12	978	0	0	3	6	0	0	0	6	6	6	7.703201e-01	1	9.700000e-01	1.000000e+00	9.699135e-01	3.719239e-01	9.713345e-01	1
ACHE	acetylcholinesterase (Yt blood group)	1990	1	2	4	10	0	0	0	10	8	10	7.703258e-01	1	8.350000e-01	1	8.194414e-01	9.076234e-01	9.713359e-01	1
NUP160	nucleoporin 160kDa	4609	2	2	5	9	1	3	0	13	12	13	7.704176e-01	1	8.480000e-01	1	8.476067e-01	6.217336e-01	9.713599e-01	1
C2CD4A	C2 calcium-dependent domain containing 4A	1110	1	0	2	3	0	0	0	3	3	3	9.814419e-01	1	6.780000e-01	1.000000e+00	6.900531e-01	1.938504e-02	9.713636e-01	1
SLC4A2	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	3847	4	3	3	12	0	0	1	13	13	13	7.705123e-01	1	5.510000e-01	1	5.462722e-01	6.280752e-02	9.713846e-01	1
OXR1	oxidation resistance 1	3087	0	2	4	13	1	1	1	16	15	16	7.705549e-01	1	8.870000e-01	1	8.768422e-01	6.550763e-01	9.713957e-01	1
TMEM9B	TMEM9 domain family, member B	680	20	0	2	1	0	0	0	1	1	1	9.714448e-01	NaN	NaN	NaN	NaN	6.235741e-01	9.714448e-01	1
COG5	component of oligomeric golgi complex 5	2669	12	1	5	9	0	1	0	10	9	10	7.709574e-01	1	5.110000e-01	1	5.031721e-01	4.863711e-01	9.715005e-01	1
YAF2	YY1 associated factor 2	944	11	0	0	2	0	0	0	2	2	2	7.711473e-01	1	9.980000e-01	9.999989e-01	9.983198e-01	3.497596e-01	9.715499e-01	1
RIMS4	regulating synaptic membrane exocytosis 4	833	9	0	3	0	0	1	0	1	1	1	9.715982e-01	NaN	NaN	NaN	NaN	6.000000e-01	9.715982e-01	1
PSMG1	proteasome (prosome, macropain) assembly chaperone 1	891	41	0	1	2	0	0	0	2	2	2	7.713896e-01	1	8.100000e-01	9.999988e-01	8.186044e-01	5.272980e-01	9.716128e-01	1
TECTB	tectorin beta	1026	44	2	1	4	0	0	0	4	4	4	7.714369e-01	1	9.510000e-01	1.000000e+00	9.538838e-01	2.290391e-01	9.716251e-01	1
RPL35	ribosomal protein L35	456	11	0	2	2	0	0	0	2	2	2	7.716124e-01	1	9.320000e-01	9.999953e-01	9.319827e-01	5.390653e-01	9.716706e-01	1
SMAD2	SMAD family member 2	1544	16	1	3	5	0	0	0	5	5	5	7.717172e-01	1	1.760000e-01	1.000000e+00	1.742863e-01	8.229126e-01	9.716978e-01	1
DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	1538	40	0	2	2	0	1	1	4	4	4	7.718242e-01	1	9.370000e-01	1.000000e+00	9.282091e-01	6.118352e-01	9.717255e-01	1
PCDHGC5	protocadherin gamma subfamily C, 5	2849	24	0	8	9	0	0	0	9	9	9	7.719137e-01	1	9.550000e-01	1	9.589094e-01	6.032935e-01	9.717487e-01	1
NT5M	5',3'-nucleotidase, mitochondrial	703	50	0	1	2	1	0	0	3	3	3	7.720253e-01	1	9.240000e-01	1.000000e+00	9.424118e-01	6.034966e-01	9.717775e-01	1
ARL9	ADP-ribosylation factor-like 9	380	0	3	1	1	0	0	0	1	1	1	9.717861e-01	NaN	NaN	NaN	NaN	7.711443e-01	9.717861e-01	1
MED19	mediator complex subunit 19	767	4	2	1	1	0	0	0	1	1	1	9.717947e-01	NaN	NaN	NaN	NaN	2.369942e-01	9.717947e-01	1
TMEM41B	transmembrane protein 41B	914	21	0	2	2	0	0	0	2	2	2	7.721377e-01	1	9.300000e-02	9.999988e-01	1.008524e-01	4.459701e-01	9.718066e-01	1
OR5AR1	olfactory receptor, family 5, subfamily AR, member 1	933	8	0	3	5	0	0	1	6	6	6	7.722034e-01	1	9.640000e-01	1.000000e+00	9.668399e-01	7.450973e-01	9.718236e-01	1
UBXN2A	UBX domain protein 2A	800	0	1	3	1	0	0	0	1	1	1	9.718476e-01	NaN	NaN	NaN	NaN	2.636986e-01	9.718476e-01	1
PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	3775	1	2	10	26	2	1	0	29	24	29	7.726643e-01	1	9.560000e-01	1	9.468593e-01	7.500402e-01	9.719426e-01	1
GTPBP4	GTP binding protein 4	1969	0	0	2	2	0	0	0	2	2	2	7.726760e-01	1	9.180000e-01	9.999997e-01	9.149585e-01	4.299165e-01	9.719456e-01	1
ELMO1	engulfment and cell motility 1	2458	4	1	1	4	0	0	0	4	4	3	7.727873e-01	1	9.150000e-01	1.000000e+00	9.176998e-01	6.726064e-01	9.719743e-01	1
PDGFD	platelet derived growth factor D	1137	2	0	0	0	0	0	1	1	1	1	9.719832e-01	NaN	NaN	NaN	NaN	6.315789e-02	9.719832e-01	1
FBXO40	F-box protein 40	2138	14	0	4	4	1	0	0	5	5	5	7.729743e-01	1	4.200000e-01	1.000000e+00	4.258164e-01	7.767730e-01	9.720225e-01	1
TCAIM	T cell activation inhibitor, mitochondrial	1577	45	0	2	2	1	0	0	3	3	3	7.730417e-01	1	8.390000e-01	1.000000e+00	8.265983e-01	1.446937e-01	9.720398e-01	1
ZNF69	zinc finger protein 69	1713	13	1	0	0	0	0	1	1	1	1	9.721564e-01	NaN	NaN	NaN	NaN	7.251356e-01	9.721564e-01	1
ARL3	ADP-ribosylation factor-like 3	569	24	0	2	3	0	0	0	3	2	3	7.736339e-01	1	1.910000e-01	9.999970e-01	1.913518e-01	3.121927e-01	9.721921e-01	1
PHKG2	phosphorylase kinase, gamma 2 (testis)	1309	1	4	0	1	0	0	0	1	1	1	9.721958e-01	NaN	NaN	NaN	NaN	4.905660e-01	9.721958e-01	1
C3orf35	chromosome 3 open reading frame 35	662	32	0	1	2	0	0	0	2	2	2	7.740679e-01	1	7.380000e-01	9.999978e-01	7.138643e-01	5.141908e-01	9.723033e-01	1
PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	1385	5	0	1	2	0	0	0	2	2	2	7.740800e-01	1	5.880000e-01	9.999995e-01	5.907971e-01	1.061862e-01	9.723065e-01	1
SERPINF2	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	1518	0	2	2	4	0	0	0	4	4	4	7.743160e-01	1	7.580000e-01	1.000000e+00	7.580742e-01	9.445271e-01	9.723668e-01	1
SPDL1	spindle apparatus coiled-coil protein 1	1858	22	1	2	4	0	0	1	5	5	5	7.743957e-01	1	7.520000e-01	1.000000e+00	7.640618e-01	6.693297e-01	9.723872e-01	1
UBXN2B	UBX domain protein 2B	1024	18	0	1	2	0	0	0	2	2	2	7.745613e-01	1	9.950000e-01	9.999991e-01	9.968385e-01	2.096708e-01	9.724295e-01	1
PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	3656	0	3	4	10	0	1	0	11	11	11	7.745854e-01	1	8.520000e-01	1	8.590035e-01	3.441637e-01	9.724357e-01	1
GUK1	guanylate kinase 1	1008	0	2	0	2	0	0	0	2	2	2	7.746071e-01	1	6.720000e-01	9.999990e-01	6.450880e-01	2.470831e-01	9.724412e-01	1
SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	1113	17	1	1	1	0	0	0	1	1	1	9.724470e-01	NaN	NaN	NaN	NaN	9.285714e-01	9.724470e-01	1
CTSV	cathepsin L2	1033	62	0	2	3	0	0	1	4	4	4	7.746481e-01	1	8.350000e-01	1.000000e+00	8.367607e-01	4.940319e-01	9.724517e-01	1
C7orf69	chromosome 7 open reading frame 69	430	0	1	2	1	0	0	0	1	1	1	9.724943e-01	NaN	NaN	NaN	NaN	1	9.724943e-01	1
MAST3	microtubule associated serine/threonine kinase 3	4034	7	1	6	8	1	2	1	12	12	12	7.748524e-01	1	8.820000e-01	1	8.896914e-01	5.816689e-01	9.725039e-01	1
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	857	15	0	2	1	0	0	0	1	1	1	9.725179e-01	NaN	NaN	NaN	NaN	9.315068e-01	9.725179e-01	1
SPZ1	spermatogenic leucine zipper 1	1293	50	0	1	4	1	0	0	5	4	5	7.749561e-01	1	9.830000e-01	1.000000e+00	9.799428e-01	1.584531e-01	9.725303e-01	1
CORO1B	coronin, actin binding protein, 1B	1716	5	2	1	7	0	0	0	7	7	7	7.749629e-01	1	6.900000e-01	1	6.946068e-01	3.219531e-01	9.725320e-01	1
USPL1	ubiquitin specific peptidase like 1	3307	4	0	4	4	0	1	0	5	5	5	7.749740e-01	1	7.490000e-01	1.000000e+00	7.337531e-01	5.729374e-01	9.725349e-01	1
IKZF5	IKAROS family zinc finger 5 (Pegasus)	1268	92	0	1	1	0	0	0	1	1	1	9.725617e-01	NaN	NaN	NaN	NaN	3.250000e-01	9.725617e-01	1
PWP1	PWP1 homolog (S. cerevisiae)	1562	23	1	3	5	0	0	0	5	5	5	7.751439e-01	1	6.970000e-01	1.000000e+00	6.911944e-01	7.585006e-01	9.725782e-01	1
SOX15	SRY (sex determining region Y)-box 15	708	35	0	1	1	0	0	0	1	1	1	9.725854e-01	NaN	NaN	NaN	NaN	1.000000e+00	9.725854e-01	1
FGF1	fibroblast growth factor 1 (acidic)	476	43	1	1	2	0	0	0	2	2	2	7.755340e-01	1	6.500000e-01	9.999957e-01	6.365309e-01	7.099653e-02	9.726774e-01	1
HAPLN1	hyaluronan and proteoglycan link protein 1	1089	21	0	4	5	0	0	0	5	5	5	7.755412e-01	1	8.600000e-01	1.000000e+00	8.563251e-01	5.233507e-01	9.726793e-01	1
KIF4A	kinesin family member 4A	3946	34	1	6	12	1	0	0	13	13	13	7.757005e-01	1	5.900000e-01	1	5.589137e-01	8.576351e-01	9.727197e-01	1
PPP6C	protein phosphatase 6, catalytic subunit	1057	41	0	2	1	0	0	1	2	2	2	7.757395e-01	1	8.560000e-01	9.999991e-01	8.486208e-01	4.267785e-01	9.727296e-01	1
STX11	syntaxin 11	868	8	0	1	3	1	0	0	4	4	4	7.759260e-01	1	9.490000e-01	1.000000e+00	9.570797e-01	9.706340e-01	9.727770e-01	1
DZANK1	double zinc ribbon and ankyrin repeat domains 1	2540	22	1	3	7	0	0	0	7	7	7	7.761619e-01	1	7.490000e-01	1	7.590069e-01	1.770091e-01	9.728368e-01	1
XPR1	xenotropic and polytropic retrovirus receptor	2147	14	1	3	9	0	1	0	10	10	10	7.762107e-01	1	6.240000e-01	1	6.174518e-01	5.270486e-01	9.728491e-01	1
CIAO1	cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)	1044	13	3	0	1	0	0	0	1	1	1	9.728723e-01	NaN	NaN	NaN	NaN	5.750000e-01	9.728723e-01	1
TANGO6		3353	33	1	2	4	3	0	0	7	7	6	7.763176e-01	1	5.380000e-01	6.240076e-03	5.341107e-01	7.208153e-01	9.728762e-01	1
ZBTB8A	zinc finger and BTB domain containing 8A	1337	1	0	5	5	1	0	0	6	6	6	7.763651e-01	1	7.800000e-01	1	7.861940e-01	9.637033e-01	9.728883e-01	1
C7orf62	chromosome 7 open reading frame 62	762	5	1	3	8	1	0	0	9	9	9	7.765311e-01	1	7.690000e-01	1	7.692120e-01	8.244769e-01	9.729302e-01	1
SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	1375	20	0	1	3	0	1	0	4	4	4	7.767461e-01	1	4.720000e-01	1.000000e+00	4.469686e-01	3.074616e-01	9.729846e-01	1
OR11H12	olfactory receptor, family 11, subfamily H, member 12	981	11	0	1	1	0	0	0	1	1	1	9.729996e-01	NaN	NaN	NaN	NaN	1.515152e-02	9.729996e-01	1
RFX2	regulatory factor X, 2 (influences HLA class II expression)	2236	0	1	4	9	0	0	0	9	9	8	7.769749e-01	1	8.850000e-01	1	8.981706e-01	4.974675e-01	9.730424e-01	1
FPR2	formyl peptide receptor 2	1056	1	0	2	3	0	0	0	3	3	3	7.770119e-01	1	8.970000e-01	1.000000e+00	9.002351e-01	7.688119e-01	9.730517e-01	1
MEOX1	mesenchyme homeobox 1	773	47	0	1	1	0	0	0	1	1	1	9.730756e-01	NaN	NaN	NaN	NaN	7.239401e-01	9.730756e-01	1
CDV3	CDV3 homolog (mouse)	811	3	1	5	8	0	1	0	9	7	9	7.773212e-01	1	9.720000e-01	1	9.589556e-01	1.923097e-01	9.731297e-01	1
PNPLA4	patatin-like phospholipase domain containing 4	782	86	0	1	1	1	0	0	2	2	2	7.774149e-01	1	3.150000e-01	9.999984e-01	3.123601e-01	5.815596e-01	9.731533e-01	1
PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	1265	24	0	3	1	0	0	0	1	1	1	9.731591e-01	NaN	NaN	NaN	NaN	2.227074e-01	9.731591e-01	1
C6orf62	chromosome 6 open reading frame 62	750	3	0	3	2	0	0	0	2	2	2	7.775188e-01	1	2.360000e-01	9.999983e-01	2.207881e-01	3.884739e-01	9.731794e-01	1
RNF165	ring finger protein 165	1223	14	1	1	4	0	0	0	4	4	4	7.775443e-01	1	4.340000e-01	1.000000e+00	4.038578e-01	8.684032e-01	9.731859e-01	1
PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	3383	1	0	3	6	0	1	0	7	7	7	7.775956e-01	1	7.220000e-01	1	6.982735e-01	6.326851e-01	9.731988e-01	1
PRELID1	PRELI domain containing 1	676	19	0	2	2	0	0	0	2	2	2	7.776942e-01	1	7.960000e-01	9.999978e-01	7.891199e-01	7.683534e-01	9.732235e-01	1
CAMK4	calcium/calmodulin-dependent protein kinase IV	1462	1	0	3	4	0	0	0	4	4	4	7.777665e-01	1	6.030000e-01	1.000000e+00	6.027111e-01	8.623472e-01	9.732417e-01	1
USP38	ubiquitin specific peptidase 38	3211	7	2	3	8	0	0	0	8	8	8	7.778999e-01	1	8.630000e-01	1	8.720007e-01	7.344745e-01	9.732752e-01	1
RBBP5	retinoblastoma binding protein 5	1669	9	1	0	2	0	0	1	3	3	3	7.780599e-01	1	3.020000e-01	1.000000e+00	2.970554e-01	2.851969e-01	9.733154e-01	1
CSDC2	cold shock domain containing C2, RNA binding	470	3	2	0	1	0	0	0	1	1	1	9.733249e-01	NaN	NaN	NaN	NaN	4.793388e-01	9.733249e-01	1
FAM170A	family with sequence similarity 170, member A	1005	3	0	1	4	0	0	0	4	4	4	7.780982e-01	1	9.210000e-01	1.000000e+00	9.288386e-01	4.204099e-01	9.733250e-01	1
RAB3A	RAB3A, member RAS oncogene family	677	8	0	0	2	0	0	0	2	2	2	7.781030e-01	1	6.100000e-01	9.999978e-01	6.162264e-01	7.170650e-01	9.733262e-01	1
C3orf17	chromosome 3 open reading frame 17	1740	5	0	2	2	1	0	1	4	4	4	7.781150e-01	1	6.300000e-01	1.000000e+00	6.077583e-01	2.405119e-01	9.733292e-01	1
SYMPK	symplekin	3925	18	1	7	8	2	1	1	12	11	12	7.782074e-01	1	9.240000e-01	1	9.183766e-01	7.248644e-01	9.733524e-01	1
HAAO	3-hydroxyanthranilate 3,4-dioxygenase	897	13	0	1	1	0	0	0	1	1	1	9.733736e-01	NaN	NaN	NaN	NaN	8.293515e-01	9.733736e-01	1
BCL2L10	BCL2-like 10 (apoptosis facilitator)	730	0	1	1	4	0	0	0	4	4	4	7.782934e-01	1	9.230000e-01	1.000000e+00	9.133882e-01	8.774278e-01	9.733740e-01	1
HOXB7	homeobox B7	658	19	0	1	1	0	0	0	1	1	1	9.733767e-01	NaN	NaN	NaN	NaN	2.562898e-01	9.733767e-01	1
NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	305	1	1	1	2	0	0	0	2	2	2	7.785094e-01	1	7.620000e-01	9.999897e-01	7.405941e-01	4.370256e-01	9.734281e-01	1
OR2A7	olfactory receptor, family 2, subfamily A, member 7	933	56	0	1	2	0	0	0	2	2	2	7.786127e-01	1	6.760000e-01	9.999989e-01	6.590342e-01	8.532251e-01	9.734539e-01	1
POU6F1	POU class 6 homeobox 1	922	109	0	2	2	0	0	0	2	2	2	7.788164e-01	1	4.410000e-01	9.999988e-01	4.534860e-01	9.249920e-01	9.735049e-01	1
C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	1140	0	0	4	6	0	0	0	6	6	6	7.788228e-01	1	5.550000e-01	1	5.379486e-01	5.356490e-01	9.735065e-01	1
FOXP4	forkhead box P4	2104	5	0	2	5	0	0	0	5	5	5	7.788347e-01	1	9.130000e-01	1.000000e+00	9.177658e-01	2.576424e-01	9.735095e-01	1
UGP2	UDP-glucose pyrophosphorylase 2	1611	3	3	2	3	1	0	0	4	4	4	7.788732e-01	1	4.650000e-01	1.000000e+00	4.607764e-01	4.791574e-01	9.735191e-01	1
KIF2A	kinesin heavy chain member 2A	2321	5	1	3	5	1	0	0	6	6	6	7.788914e-01	1	2.800000e-01	1	2.834069e-01	3.808630e-01	9.735236e-01	1
HSH2D	hematopoietic SH2 domain containing	1076	17	0	0	1	0	0	0	1	1	1	9.735788e-01	NaN	NaN	NaN	NaN	9.975062e-03	9.735788e-01	1
JUND	jun D proto-oncogene	1044	0	0	4	6	0	0	2	8	7	8	7.792217e-01	1	7.890000e-01	1	7.755597e-01	3.184626e-01	9.736061e-01	1
UNG	uracil-DNA glycosylase	1069	8	1	2	4	0	0	0	4	4	4	7.793471e-01	1	3.800000e-01	1.000000e+00	3.612318e-01	3.520226e-01	9.736374e-01	1
EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	3031	51	1	4	9	0	0	0	9	9	9	7.793669e-01	1	8.230000e-01	1	8.132160e-01	5.524762e-01	9.736423e-01	1
ZP2	zona pellucida glycoprotein 2 (sperm receptor)	2310	3	2	0	3	0	0	0	3	3	3	7.794478e-01	1	7.940000e-01	1.000000e+00	7.942145e-01	6.577688e-01	9.736625e-01	1
ZHX3	zinc fingers and homeoboxes 3	3140	17	0	3	9	0	0	0	9	9	9	7.794539e-01	1	9.790000e-01	1	9.821377e-01	9.444329e-01	9.736640e-01	1
PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant)	2649	6	0	3	11	0	1	0	12	11	12	7.795052e-01	1	6.710000e-01	1	6.569592e-01	4.939988e-01	9.736768e-01	1
NLGN4X	neuroligin 4, X-linked	2531	1	0	5	5	2	0	1	8	8	8	7.795426e-01	1	5.990000e-01	1	5.900627e-01	4.529662e-02	9.736861e-01	1
FGF12	fibroblast growth factor 12	763	1	2	2	1	0	0	0	1	1	1	9.736887e-01	NaN	NaN	NaN	NaN	9.375000e-01	9.736887e-01	1
ASPA	aspartoacylase (Canavan disease)	962	12	0	1	1	0	0	0	1	1	1	9.737505e-01	NaN	NaN	NaN	NaN	6.984127e-01	9.737505e-01	1
TPRX1	tetra-peptide repeat homeobox 1	1539	2	1	1	5	0	0	2	7	6	7	7.798308e-01	1	8.990000e-01	1	9.018626e-01	7.497670e-01	9.737578e-01	1
FANCA	Fanconi anemia, complementation group A	4620	2	9	7	20	0	1	1	22	22	22	7.800035e-01	1	8.400000e-01	1	8.379249e-01	6.773153e-01	9.738007e-01	1
C1orf65	chromosome 1 open reading frame 65	1872	4	1	5	14	0	0	0	14	13	13	7.800559e-01	1	7.950000e-01	1	8.077251e-01	4.220813e-01	9.738137e-01	1
INPPL1	inositol polyphosphate phosphatase-like 1	3885	7	3	4	13	0	1	1	15	14	15	7.801123e-01	1	8.310000e-01	1	8.246216e-01	9.702753e-01	9.738277e-01	1
ZNF22	zinc finger protein 22 (KOX 15)	675	14	0	0	2	0	0	0	2	1	2	9.738436e-01	NaN	NaN	NaN	NaN	4.022444e-01	9.738436e-01	1
CERS5	ceramide synthase 5	1240	3	0	2	2	0	0	0	2	2	2	7.802785e-01	1	8.000000e-01	9.999994e-01	8.119521e-01	9.591624e-01	9.738690e-01	1
KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	641	10	0	0	3	0	0	0	3	3	3	7.804483e-01	1	9.340000e-01	1.000000e+00	9.344882e-01	2.097462e-01	9.739111e-01	1
IL17C	interleukin 17C	602	1	0	4	1	0	0	0	1	1	1	9.739216e-01	NaN	NaN	NaN	NaN	5.820106e-01	9.739216e-01	1
ZBTB4	zinc finger and BTB domain containing 4	3047	15	0	6	10	0	0	0	10	10	10	7.805722e-01	1	8.060000e-01	1	7.984915e-01	8.735427e-01	9.739418e-01	1
PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	1223	2	1	3	6	0	0	0	6	6	6	7.806981e-01	1	9.480000e-01	1	9.574389e-01	5.375791e-01	9.739730e-01	1
