rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
12846	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	1316	51	0	2	4	0	0	0	4	4	4	7.433760e-01	1	6.670000e-01	9.638266e-01	1
12847	FFAR3	free fatty acid receptor 3	1045	6	0	1	1	0	0	0	1	1	1	9.638424e-01	NaN	NaN	9.638424e-01	1
12848	LAIR1	leukocyte-associated immunoglobulin-like receptor 1	900	27	0	1	1	0	0	0	1	1	1	9.638736e-01	NaN	NaN	9.638736e-01	1
12849	DVL3	dishevelled, dsh homolog 3 (Drosophila)	2207	11	0	3	9	0	0	0	9	9	9	7.435533e-01	1	6.510000e-01	9.638792e-01	1
12850	MGC42105		1319	9	0	2	4	0	0	0	4	4	4	7.436053e-01	1	5.640000e-01	9.638946e-01	1
12851	PTPN7	protein tyrosine phosphatase, non-receptor type 7	1232	0	0	1	1	0	0	0	1	1	1	9.639055e-01	NaN	NaN	9.639055e-01	1
12852	GEFT	Rho guanine nucleotide exchange factor (GEF) 25	2637	35	3	1	5	0	0	0	5	5	5	7.436726e-01	1	8.790000e-01	9.639145e-01	1
12853	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	1197	13	0	1	0	1	1	0	2	2	2	7.437923e-01	1	7.090000e-01	9.639500e-01	1
12854	PTCHD1	patched domain containing 1	2677	2	0	3	9	0	0	0	9	8	9	7.438448e-01	1	6.990000e-01	9.639655e-01	1
12855	TTC9C	tetratricopeptide repeat domain 9C	749	25	0	1	2	0	0	0	2	2	2	7.439500e-01	1	4.190000e-01	9.639966e-01	1
12856	AMACR	alpha-methylacyl-CoA racemase	1495	2	2	0	1	1	0	0	2	2	2	7.441604e-01	1	7.480000e-01	9.640588e-01	1
12857	COMP	cartilage oligomeric matrix protein	2348	11	0	3	7	0	0	1	8	8	8	7.443062e-01	1	8.040000e-01	9.641019e-01	1
12858	AGFG1	ArfGAP with FG repeats 1	1813	0	0	1	2	0	0	0	2	2	2	7.443573e-01	1	4.260000e-01	9.641170e-01	1
12859	RUVBL2	RuvB-like 2 (E. coli)	1713	17	0	3	2	1	1	0	4	4	4	7.449905e-01	1	9.640000e-01	9.643036e-01	1
12860	PRCC	papillary renal cell carcinoma (translocation-associated)	1500	7	0	3	3	0	0	1	4	4	4	7.450191e-01	1	5.250000e-01	9.643121e-01	1
12861	GPR18	G protein-coupled receptor 18	1000	0	0	4	6	0	0	0	6	6	6	7.451834e-01	1	7.030000e-01	9.643604e-01	1
12862	ACVR2B	activin A receptor, type IIB	1581	48	0	1	4	0	0	0	4	4	4	7.451900e-01	1	9.030000e-01	9.643624e-01	1
12863	VARS2	valyl-tRNA synthetase 2, mitochondrial (putative)	3918	0	0	4	12	0	0	0	12	12	12	7.452696e-01	1	8.600000e-01	9.643858e-01	1
12864	C11orf82	chromosome 11 open reading frame 82	3179	2	0	1	5	0	0	0	5	5	5	7.453360e-01	1	9.820000e-01	9.644053e-01	1
12865	AMPD3	adenosine monophosphate deaminase (isoform E)	2409	11	0	2	7	0	0	0	7	7	7	7.453527e-01	1	9.070000e-01	9.644102e-01	1
12866	OXER1	oxoeicosanoid (OXE) receptor 1	1274	53	0	2	1	0	0	0	1	1	1	9.644143e-01	NaN	NaN	9.644143e-01	1
12867	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	6255	0	0	12	21	1	1	2	25	23	25	7.456900e-01	1	9.780000e-01	9.645092e-01	1
12868	TMEM150A	transmembrane protein 150A	840	44	0	1	1	0	0	0	1	1	1	9.646252e-01	NaN	NaN	9.646252e-01	1
12869	TBX3	T-box 3 (ulnar mammary syndrome)	2260	0	0	10	21	0	1	0	22	18	22	7.461836e-01	1	9.660000e-01	9.646539e-01	1
12870	KCNE2	potassium voltage-gated channel, Isk-related family, member 2	376	1	0	3	1	0	0	0	1	1	1	9.646549e-01	NaN	NaN	9.646549e-01	1
12871	RAB11FIP5	RAB11 family interacting protein 5 (class I)	1978	81	0	4	5	1	0	0	6	6	6	7.462219e-01	1	7.380000e-01	9.646651e-01	1
12872	SPANXD	SPANX family, member D	304	245	0	0	1	0	0	0	1	1	1	9.646658e-01	NaN	NaN	9.646658e-01	1
12873	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	1939	2	0	4	2	0	1	0	3	3	3	7.462247e-01	1	6.840000e-01	9.646659e-01	1
12874	HOXD9	homeobox D9	1065	9	0	2	8	0	0	0	8	6	8	7.463202e-01	1	1	9.646939e-01	1
12875	RNF5	ring finger protein 5	563	11	0	0	2	0	0	0	2	2	2	7.463565e-01	1	3.710000e-01	9.647045e-01	1
12876	CHST14	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	1131	25	0	3	4	0	0	0	4	4	4	7.464266e-01	1	5.010000e-01	9.647250e-01	1
12877	MTDH	metadherin	1793	3	0	3	6	0	0	1	7	7	7	7.465655e-01	1	8.080000e-01	9.647656e-01	1
12878	OR1N2	olfactory receptor, family 1, subfamily N, member 2	992	15	0	2	1	0	0	0	1	1	1	9.648009e-01	NaN	NaN	9.648009e-01	1
12879	TMEM184C	transmembrane protein 184C	1353	2	0	1	2	0	0	0	2	2	2	7.467996e-01	1	6.790000e-01	9.648340e-01	1
12880	RIMS4	regulating synaptic membrane exocytosis 4	830	8	0	3	0	0	1	0	1	1	1	9.648582e-01	NaN	NaN	9.648582e-01	1
12881	LHX9	LIM homeobox 9	1242	3	0	1	1	0	0	0	1	1	1	9.648682e-01	NaN	NaN	9.648682e-01	1
12882	C20orf4	chromosome 20 open reading frame 4	1167	7	0	2	3	0	0	1	4	4	4	7.469382e-01	1	7.700000e-01	9.648745e-01	1
12883	COL10A1	collagen, type X, alpha 1(Schmid metaphyseal chondrodysplasia)	2051	15	0	3	6	0	0	0	6	6	6	7.469624e-01	1	8.710000e-01	9.648815e-01	1
12884	TBCB	tubulin folding cofactor B	903	5	0	1	2	0	0	0	2	2	2	7.471815e-01	1	4.700000e-01	9.649454e-01	1
12885	ACR	acrosin	1286	2	0	0	3	0	0	0	3	3	3	7.472054e-01	1	5.650000e-01	9.649524e-01	1
12886	ATP9B	ATPase, class II, type 9B	3562	2	0	6	14	0	2	0	16	16	16	7.472656e-01	1	8.880000e-01	9.649699e-01	1
12887	C4orf43		636	196	0	1	2	1	0	0	3	3	3	7.475315e-01	1	6.380000e-01	9.650474e-01	1
12888	MKRN2	makorin, ring finger protein, 2	1281	0	0	2	8	0	0	0	8	6	8	7.479021e-01	1	9.030000e-01	9.651551e-01	1
12889	IGF2BP1	insulin-like growth factor 2 mRNA binding protein 1	1790	4	0	1	3	0	1	0	4	4	4	7.479573e-01	1	9.430000e-01	9.651711e-01	1
12890	SLC37A3	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	1690	37	1	2	5	0	0	0	5	5	5	7.482190e-01	1	8.210000e-01	9.652471e-01	1
12891	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	1537	11	0	2	2	0	1	1	4	4	4	7.485254e-01	1	8.890000e-01	9.653359e-01	1
12892	PCBP2	poly(rC) binding protein 2	1157	19	0	1	1	0	0	0	1	1	1	9.654105e-01	NaN	NaN	9.654105e-01	1
12893	ZNF600	zinc finger protein 600	2175	30	0	4	17	0	0	1	18	13	18	7.487851e-01	1	7.640000e-01	9.654111e-01	1
12894	USP20	ubiquitin specific peptidase 20	2904	29	0	7	8	0	0	1	9	9	9	7.487864e-01	1	6.670000e-01	9.654115e-01	1
12895	SNRPB2	small nuclear ribonucleoprotein polypeptide B''	702	8	0	1	1	0	0	0	1	1	1	9.654520e-01	NaN	NaN	9.654520e-01	1
12896	DPEP1	dipeptidase 1 (renal)	1272	7	0	6	7	0	1	0	8	7	8	7.489409e-01	1	8.740000e-01	9.654561e-01	1
12897	ERN2	endoplasmic reticulum to nucleus signaling 2	3009	2	1	5	4	1	0	1	6	6	6	7.490764e-01	1	5.300000e-01	9.654953e-01	1
12898	KIAA0802	KIAA0802	4821	6	0	13	17	1	0	0	18	18	18	7.490936e-01	1	8.410000e-01	9.655002e-01	1
12899	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2	336	169	0	0	2	0	0	0	2	2	2	7.491079e-01	1	2.030000e-01	9.655044e-01	1
12900	ZC3HAV1	zinc finger CCCH-type, antiviral 1	2759	5	0	6	12	0	0	0	12	12	11	7.491243e-01	5.640000e-01	6.890000e-01	9.655091e-01	1
12901	RNF126	ring finger protein 126	968	1	0	5	6	0	0	0	6	6	6	7.492143e-01	1	8.190000e-01	9.655351e-01	1
12902	RUSC2	RUN and SH3 domain containing 2	4595	1	0	4	14	0	0	0	14	13	14	7.492446e-01	1	4.590000e-01	9.655439e-01	1
12903	ASIP	agouti signaling protein, nonagouti homolog (mouse)	409	4	0	1	2	0	0	0	2	1	2	7.493112e-01	1	5.830000e-01	9.655631e-01	1
12904	NFS1	NFS1 nitrogen fixation 1 homolog (S. cerevisiae)	1568	12	0	0	2	0	0	0	2	2	2	7.493164e-01	1	5.540000e-01	9.655646e-01	1
12905	C11orf87	chromosome 11 open reading frame 87	594	48	0	1	4	0	0	0	4	4	4	7.495155e-01	1	8.200000e-01	9.656220e-01	1
12906	EPN3	epsin 3	1936	4	0	4	7	0	0	1	8	7	8	7.495376e-01	1	9.610000e-01	9.656284e-01	1
12907	C2orf24	chromosome 2 open reading frame 24	1346	13	0	1	1	0	0	0	1	1	1	9.656670e-01	NaN	NaN	9.656670e-01	1
12908	USP40	ubiquitin specific peptidase 40	3792	5	0	5	4	0	2	0	6	6	6	7.497166e-01	1	7.990000e-01	9.656800e-01	1
12909	GPRC6A	G protein-coupled receptor, family C, group 6, member A	2805	0	0	2	10	0	0	1	11	11	11	7.497741e-01	1	5.970000e-01	9.656965e-01	1
12910	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	2776	0	0	1	4	0	0	0	4	4	4	7.499982e-01	1	9.310000e-01	9.657610e-01	1
12911	ABHD2	abhydrolase domain containing 2	1314	6	0	1	2	0	0	0	2	2	2	7.500030e-01	1	3.330000e-01	9.657624e-01	1
12912	MADD	MAP-kinase activating death domain	5446	8	1	6	11	0	2	0	13	13	13	7.500477e-01	1	9.790000e-01	9.657753e-01	1
12913	RBMX2	RNA binding motif protein, X-linked 2	991	9	0	0	2	0	0	0	2	2	2	7.501126e-01	1	6.000000e-01	9.657939e-01	1
12914	SMAD2	SMAD family member 2	1444	2	0	3	5	0	0	0	5	5	5	7.501160e-01	1	5.700000e-01	9.657949e-01	1
12915	ZBTB32	zinc finger and BTB domain containing 32	1480	2	0	1	4	0	0	0	4	4	4	7.501346e-01	1	9.790000e-01	9.658003e-01	1
12916	CDCA7L	cell division cycle associated 7-like	1650	1	0	1	5	0	0	0	5	4	5	7.501391e-01	1	7.570000e-01	9.658015e-01	1
12917	CAB39	calcium binding protein 39	1058	35	0	2	1	0	0	0	1	1	1	9.658100e-01	NaN	NaN	9.658100e-01	1
12918	ISYNA1	inositol-3-phosphate synthase 1	1717	18	0	4	1	1	0	1	3	3	3	7.501873e-01	1	6.750000e-01	9.658154e-01	1
12919	TMPRSS9	transmembrane protease, serine 9	3243	4	0	7	9	0	0	0	9	9	9	7.502666e-01	1	8.730000e-01	9.658382e-01	1
12920	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	2537	2	0	3	9	1	0	1	11	11	11	7.503411e-01	1	8.360000e-01	9.658596e-01	1
12921	GPR62	G protein-coupled receptor 62	1107	2	0	2	1	0	0	0	1	1	1	9.658707e-01	NaN	NaN	9.658707e-01	1
12922	CHSY3	chondroitin sulfate synthase 3	2657	2	0	7	23	0	0	1	24	21	24	7.504419e-01	1	8.180000e-01	9.658886e-01	1
12923	OR2A14	olfactory receptor, family 2, subfamily A, member 14	932	6	0	1	5	0	0	0	5	5	5	7.504431e-01	1	5.170000e-01	9.658889e-01	1
12924	CCDC55	coiled-coil domain containing 55	1703	6	0	1	3	0	0	0	3	3	3	7.505511e-01	1	9.280000e-01	9.659199e-01	1
12925	OR5H14	olfactory receptor, family 5, subfamily H, member 14	933	64	0	2	4	0	0	0	4	4	4	7.505743e-01	1	9.690000e-01	9.659266e-01	1
12926	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	1383	35	0	2	3	0	0	0	3	3	3	7.505827e-01	1	8.880000e-01	9.659290e-01	1
12927	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	2620	1	0	4	11	0	0	0	11	9	11	7.506928e-01	1	4.350000e-01	9.659605e-01	1
12928	ZMYND10	zinc finger, MYND-type containing 10	1813	0	1	0	4	0	0	0	4	4	4	7.507348e-01	1	8.650000e-01	9.659726e-01	1
12929	AJAP1	adherens junctions associated protein 1	1256	0	0	12	12	0	0	0	12	12	11	9.997941e-01	6.210000e-01	9.230000e-01	9.660043e-01	1
12930	C2orf66	chromosome 2 open reading frame 66	362	387	0	0	2	0	0	0	2	2	2	7.509974e-01	1	3.570000e-01	9.660478e-01	1
12931	CCNG1	cyclin G1	910	7	0	1	2	0	0	0	2	2	2	7.510671e-01	1	6.420000e-01	9.660678e-01	1
12932	OR10P1	olfactory receptor, family 10, subfamily P, member 1	941	39	0	2	3	0	0	0	3	3	3	7.511235e-01	1	8.190000e-01	9.660839e-01	1
12933	MYH1	myosin, heavy chain 1, skeletal muscle, adult	6119	1	0	8	23	2	3	2	30	27	30	7.511455e-01	1	8.340000e-01	9.660902e-01	1
12934	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	1453	8	0	1	4	0	0	0	4	4	4	7.512688e-01	1	6.450000e-01	9.661255e-01	1
12935	APOA1	apolipoprotein A-I	818	14	0	0	1	0	0	0	1	1	1	9.661384e-01	NaN	NaN	9.661384e-01	1
12936	WDR26	WD repeat domain 26	2038	13	0	1	5	0	0	0	5	5	5	7.513224e-01	1	6.010000e-01	9.661408e-01	1
12937	OR5T3	olfactory receptor, family 5, subfamily T, member 3	1022	2	0	0	8	0	0	0	8	7	8	7.513609e-01	1	9.960000e-01	9.661518e-01	1
12938	OR10A6	olfactory receptor, family 10, subfamily A, member 6	944	7	0	3	3	0	0	0	3	3	3	7.513701e-01	1	9.970000e-01	9.661545e-01	1
12939	MPDZ	multiple PDZ domain protein	6304	2	0	21	45	4	5	0	54	45	54	7.513811e-01	1	9.150000e-01	9.661576e-01	1
12940	OR1F1	olfactory receptor, family 1, subfamily F, member 1	938	29	0	1	1	0	0	0	1	1	1	9.661711e-01	NaN	NaN	9.661711e-01	1
12941	CECR2	cat eye syndrome chromosome region, candidate 2	4399	7	0	4	13	0	0	1	14	11	14	7.514859e-01	1	8.750000e-01	9.661875e-01	1
12942	NID2	nidogen 2 (osteonidogen)	4212	4	0	6	8	0	1	0	9	9	9	7.516107e-01	1	7.700000e-01	9.662232e-01	1
12943	PDGFD	platelet derived growth factor D	2328	2	0	0	0	0	0	1	1	1	1	9.662466e-01	NaN	NaN	9.662466e-01	1
12944	C16orf80	chromosome 16 open reading frame 80	602	108	0	1	2	0	0	0	2	2	2	7.516938e-01	1	4.380000e-01	9.662469e-01	1
12945	WDR93	WD repeat domain 93	2125	0	0	1	1	0	0	0	1	1	1	9.662755e-01	NaN	NaN	9.662755e-01	1
12946	EBI3	Epstein-Barr virus induced gene 3	708	2	0	3	4	0	0	0	4	4	4	7.520572e-01	1	9.690000e-01	9.663506e-01	1
12947	DCAF10	DDB1 and CUL4 associated factor 10	1706	3	0	2	2	0	1	0	3	3	3	7.521277e-01	1	8.790000e-01	9.663706e-01	1
12948	COX8C	cytochrome c oxidase subunit 8C	225	380	0	0	1	0	0	0	1	1	1	9.663762e-01	NaN	NaN	9.663762e-01	1
12949	FBXW10	F-box and WD repeat domain containing 10	3210	9	0	2	1	0	0	0	1	1	1	9.663831e-01	NaN	NaN	9.663831e-01	1
12950	SPP1	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	969	90	0	1	3	0	0	0	3	3	3	7.522672e-01	1	5.000000e-01	9.664104e-01	1
12951	TSLP	thymic stromal lymphopoietin	492	0	0	1	2	0	0	0	2	2	2	7.527553e-01	1	5.100000e-01	9.665491e-01	1
12952	PRSS12	protease, serine, 12 (neurotrypsin, motopsin)	2678	2	0	5	11	0	1	0	12	11	12	7.528597e-01	1	9.880000e-01	9.665788e-01	1
12953	RPE	ribulose-5-phosphate-3-epimerase	769	8	0	0	1	0	0	0	1	1	1	9.666024e-01	NaN	NaN	9.666024e-01	1
12954	LGR5	leucine-rich repeat-containing G protein-coupled receptor 5	2794	0	0	4	6	0	2	0	8	8	8	7.530364e-01	1	9.700000e-01	9.666289e-01	1
12955	ADAL	adenosine deaminase-like	2898	12	0	1	1	1	0	0	2	2	2	7.533847e-01	1	9.950000e-01	9.667276e-01	1
12956	MIER3	mesoderm induction early response 1, family member 3	1700	1	0	1	2	0	1	0	3	3	3	7.534545e-01	1	2.660000e-01	9.667474e-01	1
12957	ASPA	aspartoacylase (Canavan disease)	966	12	0	1	1	0	0	0	1	1	1	9.667987e-01	NaN	NaN	9.667987e-01	1
12958	CCDC70	coiled-coil domain containing 70	706	41	0	1	2	0	0	0	2	2	2	7.536875e-01	1	9.410000e-01	9.668133e-01	1
12959	MAGEA6	melanoma antigen family A, 6	949	26	0	2	2	0	0	0	2	2	2	7.538499e-01	1	7.400000e-01	9.668592e-01	1
12960	RSAD1	radical S-adenosyl methionine domain containing 1	1363	4	0	1	4	0	0	0	4	4	4	7.540781e-01	1	7.020000e-01	9.669237e-01	1
12961	DPP8	dipeptidyl-peptidase 8	2777	4	0	2	10	0	1	0	11	10	11	7.541085e-01	1	6.930000e-01	9.669323e-01	1
12962	TMEM178	transmembrane protein 178	908	4	0	2	1	0	0	0	1	1	1	9.669412e-01	NaN	NaN	9.669412e-01	1
12963	LIFR	leukemia inhibitory factor receptor alpha	3370	2	0	5	17	1	0	0	18	16	18	7.541712e-01	1	9.100000e-01	9.669500e-01	1
12964	CRYBB1	crystallin, beta B1	781	16	0	1	1	1	0	1	3	3	3	7.542545e-01	1	6.260000e-01	9.669734e-01	1
12965	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	3045	0	0	1	3	0	0	0	3	3	3	7.544376e-01	1	4.870000e-01	9.670251e-01	1
12966	SEC16A	SEC16 homolog A (S. cerevisiae)	7195	9	0	11	21	0	0	1	22	21	22	7.544937e-01	1	9.180000e-01	9.670409e-01	1
12967	TMEM55B	transmembrane protein 55B	879	25	0	1	2	0	0	0	2	2	2	7.547627e-01	1	3.100000e-01	9.671166e-01	1
12968	NAT10	N-acetyltransferase 10	3190	23	0	3	5	1	2	0	8	8	8	7.549242e-01	1	4.180000e-01	9.671620e-01	1
12969	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	1106	24	0	1	4	0	0	0	4	4	4	7.551872e-01	1	7.570000e-01	9.672359e-01	1
12970	RAB3B	RAB3B, member RAS oncogene family	674	6	0	2	2	0	0	0	2	2	2	7.553097e-01	1	9.070000e-01	9.672703e-01	1
12971	SPATS2	spermatogenesis associated, serine-rich 2	1682	3	0	0	2	0	0	0	2	2	2	7.554280e-01	1	4.800000e-01	9.673035e-01	1
12972	TRIM67	tripartite motif-containing 67	2390	0	0	6	6	0	1	1	8	7	8	7.555035e-01	1	9.320000e-01	9.673247e-01	1
12973	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	1538	25	0	3	2	0	1	0	3	3	3	7.556002e-01	1	9.700000e-01	9.673518e-01	1
12974	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	577	25	0	1	2	0	0	0	2	2	2	7.556626e-01	1	7.430000e-01	9.673693e-01	1
12975	C2orf69	chromosome 2 open reading frame 69	1162	3	0	2	3	0	0	0	3	3	3	7.556870e-01	1	6.070000e-01	9.673761e-01	1
12976	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	1893	7	0	2	8	0	0	0	8	8	8	7.557776e-01	1	7.470000e-01	9.674015e-01	1
12977	NLRX1	NLR family member X1	3128	4	0	5	13	1	0	0	14	13	14	7.559770e-01	1	8.170000e-01	9.674573e-01	1
12978	FLYWCH2	FLYWCH family member 2	431	2	0	1	1	0	0	0	1	1	1	9.674606e-01	NaN	NaN	9.674606e-01	1
12979	PAQR3	progestin and adipoQ receptor family member III	956	12	0	0	2	0	0	0	2	2	2	7.560331e-01	1	8.760000e-01	9.674730e-01	1
12980	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	2018	1	1	1	2	0	0	0	2	2	2	7.560467e-01	1	4.190000e-01	9.674768e-01	1
12981	SGMS2	sphingomyelin synthase 2	1114	60	0	2	2	1	0	0	3	3	3	7.560967e-01	1	5.910000e-01	9.674907e-01	1
12982	TRIP6	thyroid hormone receptor interactor 6	1884	2	0	5	5	0	0	0	5	5	5	7.561457e-01	1	6.650000e-01	9.675044e-01	1
12983	DENND4C	DENN/MADD domain containing 4C	5132	2	0	4	16	1	0	1	18	16	18	7.564403e-01	1	9.470000e-01	9.675867e-01	1
12984	GMIP	GEM interacting protein	3035	4	0	3	11	0	0	2	13	13	13	7.564694e-01	1	9.480000e-01	9.675949e-01	1
12985	AKTIP	AKT interacting protein	915	11	0	1	0	0	1	0	1	1	1	9.676115e-01	NaN	NaN	9.676115e-01	1
12986	ATP9A	ATPase, class II, type 9A	3252	10	0	7	13	1	2	1	17	13	17	7.565819e-01	1	5.000000e-01	9.676262e-01	1
12987	NLN	neurolysin (metallopeptidase M3 family)	2226	112	0	3	4	1	0	0	5	5	5	7.566626e-01	1	8.200000e-01	9.676488e-01	1
12988	C12orf5	chromosome 12 open reading frame 5	835	27	0	0	2	0	0	0	2	2	2	7.569033e-01	1	4.930000e-01	9.677158e-01	1
12989	TCTE3	t-complex-associated-testis-expressed 3	767	13	0	0	2	0	0	0	2	2	2	7.569877e-01	1	6.630000e-01	9.677393e-01	1
12990	MEIS3	Meis homeobox 3	1314	3	1	2	5	0	0	0	5	5	5	7.571341e-01	1	6.010000e-01	9.677801e-01	1
12991	HPSE2	heparanase 2	1865	0	0	0	8	0	0	0	8	8	8	7.571831e-01	1	7.700000e-01	9.677937e-01	1
12992	FBXO21	F-box protein 21	1933	2	0	1	3	0	0	0	3	3	3	7.574296e-01	1	8.110000e-01	9.678622e-01	1
12993	PDCD6	programmed cell death 6	598	52	0	0	2	0	0	0	2	2	2	7.574721e-01	1	9.540000e-01	9.678740e-01	1
12994	KREMEN1	kringle containing transmembrane protein 1	1527	5	0	1	1	0	0	0	1	1	1	9.678776e-01	NaN	NaN	9.678776e-01	1
12995	SLITRK1	SLIT and NTRK-like family, member 1	2091	2	0	11	25	2	0	0	27	24	26	9.802410e-01	5.970000e-01	5.930000e-01	9.679446e-01	1
12996	GP2	glycoprotein 2 (zymogen granule membrane)	1658	18	0	2	5	0	0	1	6	6	6	7.578757e-01	1	6.270000e-01	9.679860e-01	1
12997	SSBP3	single stranded DNA binding protein 3	1235	15	0	1	2	0	0	0	2	2	2	7.579423e-01	1	9.310000e-01	9.680045e-01	1
12998	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	1417	11	0	1	1	0	0	0	1	1	1	9.680213e-01	NaN	NaN	9.680213e-01	1
12999	PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	3193	11	0	7	5	1	2	0	8	8	8	7.580120e-01	1	6.100000e-01	9.680238e-01	1
13000	ZNF274	zinc finger protein 274	1989	8	0	5	5	0	0	1	6	6	6	7.580514e-01	1	8.500000e-01	9.680347e-01	1
13001	KIF20B	kinesin family member 20B	5470	1	0	7	16	0	0	0	16	16	16	7.580845e-01	1	9.930000e-01	9.680439e-01	1
13002	TLR10	toll-like receptor 10	2440	0	0	1	10	1	0	1	12	11	12	7.581178e-01	1	8.550000e-01	9.680531e-01	1
13003	COL21A1	collagen, type XXI, alpha 1	2990	2	0	6	14	0	1	2	17	15	17	7.583347e-01	1	9.520000e-01	9.681131e-01	1
13004	PCGF5	polycomb group ring finger 5	803	4	0	0	1	0	0	0	1	1	1	9.681156e-01	NaN	NaN	9.681156e-01	1
13005	SERPINF2	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	1522	3	0	2	4	0	0	0	4	4	4	7.583540e-01	1	7.580000e-01	9.681185e-01	1
13006	EIF3H	eukaryotic translation initiation factor 3, subunit H	1089	9	0	3	2	1	0	1	4	4	4	7.584014e-01	1	9.050000e-01	9.681316e-01	1
13007	SFXN2	sideroflexin 2	1014	7	0	3	5	0	0	0	5	5	5	7.585464e-01	1	7.650000e-01	9.681717e-01	1
13008	HYAL1	hyaluronoglucosaminidase 1	1320	9	0	2	3	0	0	0	3	3	3	7.585630e-01	1	6.210000e-01	9.681763e-01	1
13009	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	1441	1	0	0	2	0	0	0	2	2	2	7.586572e-01	1	4.990000e-01	9.682023e-01	1
13010	ABHD6	abhydrolase domain containing 6	1046	9	0	3	1	0	0	0	1	1	1	9.682116e-01	NaN	NaN	9.682116e-01	1
13011	GNPAT	glyceronephosphate O-acyltransferase	2549	0	0	1	4	0	0	0	4	4	4	7.586966e-01	1	9.180000e-01	9.682132e-01	1
13012	DNAJC8	DnaJ (Hsp40) homolog, subfamily C, member 8	796	23	0	0	1	0	0	0	1	1	1	9.682134e-01	NaN	NaN	9.682134e-01	1
13013	LIPF	lipase, gastric	1233	8	0	3	3	0	0	0	3	3	3	7.587637e-01	1	9.760000e-01	9.682317e-01	1
13014	CCDC114	coiled-coil domain containing 114	2065	1	0	1	3	0	0	0	3	3	3	7.588922e-01	1	7.230000e-01	9.682672e-01	1
13015	KTELC1	KTEL (Lys-Tyr-Glu-Leu) containing 1	1221	16	0	1	1	1	0	0	2	2	2	7.589219e-01	1	3.470000e-01	9.682754e-01	1
13016	ZNF595	zinc finger protein 595	1956	0	6	0	6	0	1	0	7	7	7	7.589483e-01	1	8.220000e-01	9.682827e-01	1
13017	DNMT1	DNA (cytosine-5-)-methyltransferase 1	5059	2	0	6	14	0	2	1	17	16	17	7.591838e-01	1	7.500000e-01	9.683476e-01	1
13018	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D	1134	9	0	1	1	0	0	0	1	1	1	9.683684e-01	NaN	NaN	9.683684e-01	1
13019	C10orf82	chromosome 10 open reading frame 82	481	0	1	1	1	0	0	0	1	1	1	9.683924e-01	NaN	NaN	9.683924e-01	1
13020	GIGYF2	GRB10 interacting GYF protein 2	4823	47	0	3	6	1	1	0	8	8	8	7.593527e-01	1	9.700000e-01	9.683941e-01	1
13021	CYP27B1	cytochrome P450, family 27, subfamily B, polypeptide 1	1909	8	0	4	6	0	0	1	7	7	7	7.594834e-01	1	5.330000e-01	9.684301e-01	1
13022	MATK	megakaryocyte-associated tyrosine kinase	1653	1	0	4	6	0	0	0	6	6	6	7.595327e-01	1	7.440000e-01	9.684436e-01	1
13023	VGLL3	vestigial like 3 (Drosophila)	993	18	0	1	4	0	0	0	4	4	4	7.596120e-01	1	6.150000e-01	9.684654e-01	1
13024	CD81	CD81 molecule	739	16	0	2	2	0	0	0	2	2	2	7.596415e-01	1	9.800000e-01	9.684735e-01	1
13025	SHQ1	SHQ1 homolog (S. cerevisiae)	1774	74	0	1	5	0	0	1	6	5	6	7.596600e-01	1	9.190000e-01	9.684786e-01	1
13026	SPRYD4	SPRY domain containing 4	630	0	0	3	1	0	0	0	1	1	1	9.684796e-01	NaN	NaN	9.684796e-01	1
