gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	842	1	1	0	0	0	0	0	0	0	0	9.997342e-01	NaN	NaN	NaN	NaN	1	9.997342e-01	1
CUL3	cullin 3	2367	13	3	1	4	0	0	0	4	4	4	9.770456e-01	1	6.640000e-01	1.000000e+00	7.041654e-01	7.965772e-01	9.997345e-01	1
PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	2243	3	0	1	4	0	0	0	4	3	4	9.771562e-01	1	9.620000e-01	1.000000e+00	9.650415e-01	2.418144e-01	9.997371e-01	1
VSNL1	visinin-like 1	588	55	0	0	0	0	0	0	0	0	0	9.997382e-01	NaN	NaN	NaN	NaN	1	9.997382e-01	1
AP3B2	adaptor-related protein complex 3, beta 2 subunit	3478	20	2	6	6	0	0	0	6	6	6	9.772408e-01	1	6.050000e-01	1	5.874730e-01	6.246809e-01	9.997390e-01	1
HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	2348	0	2	10	12	3	2	0	17	12	17	9.772483e-01	1	9.640000e-01	1	9.518997e-01	8.182647e-01	9.997392e-01	1
SSTR3	somatostatin receptor 3	1257	20	0	3	1	0	0	1	2	2	2	9.772507e-01	1	9.430000e-01	9.999994e-01	9.441987e-01	9.498613e-01	9.997393e-01	1
GAS2L1	growth arrest-specific 2 like 1	1989	0	4	2	3	0	0	1	4	4	4	9.772746e-01	1	9.370000e-01	1.000000e+00	9.253486e-01	9.071040e-01	9.997398e-01	1
TUBB2B	tubulin, beta 2B	1350	16	0	2	0	0	0	0	0	0	0	9.997407e-01	NaN	NaN	NaN	NaN	1	9.997407e-01	1
ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	2807	22	2	1	1	0	0	0	1	1	1	9.997415e-01	NaN	NaN	NaN	NaN	4.817094e-01	9.997415e-01	1
HAUS2	HAUS augmin-like complex, subunit 2	821	5	1	0	0	0	0	0	0	0	0	9.997420e-01	NaN	NaN	NaN	NaN	1	9.997420e-01	1
SYT5	synaptotagmin V	1353	27	0	2	3	0	0	0	3	3	3	9.775118e-01	1	5.510000e-01	1.000000e+00	5.447349e-01	8.529163e-01	9.997452e-01	1
BCL7B	B-cell CLL/lymphoma 7B	629	2	3	0	0	0	0	0	0	0	0	9.997453e-01	NaN	NaN	NaN	NaN	1	9.997453e-01	1
INTS5	integrator complex subunit 5	3064	4	0	6	2	1	0	0	3	3	3	9.775260e-01	1	9.160000e-01	1.000000e+00	9.186255e-01	6.073232e-01	9.997455e-01	1
YAF2	YY1 associated factor 2	944	11	0	0	0	0	0	0	0	0	0	9.997460e-01	NaN	NaN	NaN	NaN	1	9.997460e-01	1
OAZ1	ornithine decarboxylase antizyme 1	962	21	0	0	0	0	0	0	0	0	0	9.997465e-01	NaN	NaN	NaN	NaN	1	9.997465e-01	1
SSH2	slingshot homolog 2 (Drosophila)	4567	3	1	4	5	0	0	0	5	5	5	9.775796e-01	1	5.210000e-01	1	5.327592e-01	2.732161e-01	9.997468e-01	1
TMEM30B	transmembrane protein 30B	1056	75	0	1	5	0	0	0	5	4	5	9.775807e-01	1	8.770000e-01	1.000000e+00	8.680666e-01	5.577909e-01	9.997468e-01	1
ZBTB10	zinc finger and BTB domain containing 10	2734	4	0	4	7	0	0	0	7	7	7	9.776652e-01	1	9.360000e-01	1	9.226253e-01	7.874021e-02	9.997487e-01	1
CLTB	clathrin, light chain (Lcb)	710	14	1	1	0	0	0	0	0	0	0	9.997493e-01	NaN	NaN	NaN	NaN	1	9.997493e-01	1
KIAA0141	KIAA0141	1594	1	5	2	2	0	0	0	2	2	2	9.776920e-01	1	9.240000e-01	9.999996e-01	9.245214e-01	2.024701e-01	9.997493e-01	1
SPIC	Spi-C transcription factor (Spi-1/PU.1 related)	763	1	0	3	0	0	0	0	0	0	0	9.997493e-01	NaN	NaN	NaN	NaN	1	9.997493e-01	1
GUCA2B	guanylate cyclase activator 2B (uroguanylin)	347	5	0	2	0	0	0	0	0	0	0	9.997495e-01	NaN	NaN	NaN	NaN	1	9.997495e-01	1
MXRA7	matrix-remodelling associated 7	1147	1	1	0	2	0	0	0	2	2	2	9.777108e-01	1	8.470000e-01	9.999993e-01	8.618902e-01	1.792049e-02	9.997497e-01	1
NYX	nyctalopin	1450	0	0	4	4	0	0	1	5	5	5	9.777135e-01	1	8.510000e-01	1.000000e+00	8.414161e-01	4.966038e-01	9.997498e-01	1
TNNI3	troponin I type 3 (cardiac)	692	0	2	3	2	0	0	0	2	2	2	9.777443e-01	1	9.490000e-01	9.999979e-01	9.394097e-01	5.053787e-01	9.997505e-01	1
CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	1757	10	0	1	2	0	0	0	2	2	2	9.777470e-01	1	9.740000e-01	9.999997e-01	9.734664e-01	9.423077e-01	9.997505e-01	1
SART1	squamous cell carcinoma antigen recognized by T cells	2479	6	5	2	4	0	1	1	6	6	6	9.777607e-01	1	9.940000e-01	1	9.970671e-01	5.684789e-01	9.997509e-01	1
PCM1	pericentriolar material 1	6406	3	1	7	14	1	1	1	17	14	17	9.777746e-01	1	8.830000e-01	1	8.822514e-01	7.940007e-01	9.997512e-01	1
RNF6	ring finger protein (C3H2C3 type) 6	2066	10	0	1	2	0	0	0	2	2	2	9.778096e-01	1	5.070000e-01	9.999998e-01	5.055468e-01	6.899341e-01	9.997520e-01	1
PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	3717	62	2	4	5	0	0	0	5	5	5	9.779072e-01	1	5.560000e-01	1	5.201678e-01	8.638088e-01	9.997541e-01	1
PRR14L	proline rich 14-like	6757	4	0	4	1	0	0	0	1	1	1	9.997555e-01	NaN	NaN	NaN	NaN	5.999116e-01	9.997555e-01	1
STOM	stomatin	891	8	0	0	0	0	0	0	0	0	0	9.997565e-01	NaN	NaN	NaN	NaN	1	9.997565e-01	1
GPR108	G protein-coupled receptor 108	1700	1	1	5	4	0	0	0	4	3	4	9.780476e-01	1	6.130000e-01	1.000000e+00	5.999971e-01	4.995042e-01	9.997573e-01	1
ST14	suppression of tumorigenicity 14 (colon carcinoma)	2640	3	2	10	7	0	1	1	9	8	9	9.780873e-01	1	9.180000e-01	1	9.080897e-01	9.118738e-01	9.997581e-01	1
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	821	17	0	0	0	0	0	0	0	0	0	9.997583e-01	NaN	NaN	NaN	NaN	1	9.997583e-01	1
AJAP1	adherens junctions associated protein 1	1252	1	0	12	11	0	0	0	11	11	11	9.780979e-01	1	7.680000e-01	1	7.560668e-01	1.733251e-01	9.997584e-01	1
BASP1	brain abundant, membrane attached signal protein 1	688	2	0	5	3	0	0	0	3	3	3	9.781076e-01	1	9.860000e-01	1.000000e+00	9.809537e-01	2.671410e-02	9.997586e-01	1
ZFYVE28	zinc finger, FYVE domain containing 28	2928	18	1	4	8	0	0	0	8	8	8	9.782047e-01	1	4.380000e-01	1	4.322829e-01	5.472222e-01	9.997607e-01	1
SNRK	SNF related kinase	2314	0	0	5	5	0	0	0	5	4	5	9.782089e-01	1	9.920000e-01	1.000000e+00	9.957002e-01	1.466051e-01	9.997608e-01	1
KRT222	keratin 222	908	9	0	0	0	0	0	0	0	0	0	9.997620e-01	NaN	NaN	NaN	NaN	1	9.997620e-01	1
WDR65	WD repeat domain 65	4003	3	0	4	3	1	0	0	4	4	4	9.783155e-01	1	8.450000e-01	1.000000e+00	8.426269e-01	7.404489e-01	9.997632e-01	1
HOXD3	homeobox D3	1303	2	0	4	4	0	0	0	4	4	4	9.783174e-01	1	5.540000e-01	1.000000e+00	5.324272e-01	9.452086e-01	9.997632e-01	1
GAGE12H	G antigen 12H	366	23	0	0	0	0	0	0	0	0	0	9.997636e-01	NaN	NaN	NaN	NaN	1	9.997636e-01	1
KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	4570	2	2	10	10	1	3	2	16	13	16	9.783397e-01	1	6.430000e-01	1	6.104258e-01	9.891735e-01	9.997637e-01	1
ZNF354B	zinc finger protein 354B	1851	11	0	3	2	0	0	1	3	2	3	9.783582e-01	1	9.470000e-01	9.999997e-01	9.399429e-01	3.270940e-01	9.997641e-01	1
ITGAD	integrin, alpha D	3602	9	0	5	4	0	1	0	5	5	5	9.783634e-01	1	8.650000e-01	1	8.634719e-01	4.029133e-01	9.997642e-01	1
IFNA1	interferon, alpha 1	570	10	0	0	0	0	0	0	0	0	0	9.997648e-01	NaN	NaN	NaN	NaN	1	9.997648e-01	1
BSCL2	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)	1435	8	0	4	2	0	0	0	2	2	2	9.784210e-01	1	5.980000e-01	9.999995e-01	5.842386e-01	2.157855e-01	9.997655e-01	1
TENM4	teneurin transmembrane protein 4	8426	0	1	12	27	1	0	0	28	25	28	9.784320e-01	1	6.160000e-01	1	6.180340e-01	4.879459e-01	9.997657e-01	1
COX7B	cytochrome c oxidase subunit VIIb	251	10	0	0	0	0	0	0	0	0	0	9.997669e-01	NaN	NaN	NaN	NaN	1	9.997669e-01	1
PCDHA6	protocadherin alpha 6	2865	13	0	10	12	0	0	1	13	12	13	9.785201e-01	1	6.420000e-01	1	6.444615e-01	2.084265e-01	9.997676e-01	1
MED29	mediator complex subunit 29	736	2	2	1	2	0	0	0	2	2	2	9.785871e-01	1	8.710000e-01	9.999982e-01	8.539581e-01	9.778117e-01	9.997691e-01	1
TERF2IP	telomeric repeat binding factor 2, interacting protein	1208	3	1	2	2	0	0	0	2	2	2	9.786112e-01	1	6.540000e-01	9.999993e-01	6.670368e-01	8.483245e-01	9.997696e-01	1
MAP2K4	mitogen-activated protein kinase kinase 4	1277	12	2	2	2	0	0	0	2	2	2	9.786267e-01	1	9.610000e-01	9.999994e-01	9.529559e-01	4.793552e-03	9.997699e-01	1
MRPL55	mitochondrial ribosomal protein L55	507	5	1	1	0	0	0	0	0	0	0	9.997702e-01	NaN	NaN	NaN	NaN	1	9.997702e-01	1
B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)	1160	2	0	3	4	0	0	0	4	4	4	9.786466e-01	1	9.720000e-01	1.000000e+00	9.646142e-01	4.162967e-01	9.997704e-01	1
RIOK2	RIO kinase 2 (yeast)	1723	6	0	2	0	0	0	0	0	0	0	9.997706e-01	NaN	NaN	NaN	NaN	1	9.997706e-01	1
RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	1989	5	3	6	6	1	1	0	8	8	8	9.786768e-01	1	3.960000e-01	1	3.850599e-01	6.894706e-01	9.997710e-01	1
PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	1590	5	0	2	0	0	0	0	0	0	0	9.997711e-01	NaN	NaN	NaN	NaN	1	9.997711e-01	1
C4A	complement component 4A (Rodgers blood group)	5401	5	0	1	1	0	0	0	1	1	1	9.997720e-01	NaN	NaN	NaN	NaN	9.694073e-01	9.997720e-01	1
SEH1L	SEH1-like (S. cerevisiae)	1313	12	1	0	0	0	0	0	0	0	0	9.997721e-01	NaN	NaN	NaN	NaN	1	9.997721e-01	1
PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5	2711	2	4	5	7	0	1	0	8	8	8	9.787388e-01	1	3.940000e-01	1	3.969801e-01	8.966864e-01	9.997724e-01	1
RNF150	ring finger protein 150	1422	94	0	2	3	0	0	0	3	3	3	9.787430e-01	1	8.310000e-01	1.000000e+00	8.557083e-01	4.711658e-01	9.997725e-01	1
WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	1651	1	1	5	4	0	0	1	5	5	5	9.787656e-01	1	9.060000e-01	1.000000e+00	8.965287e-01	5.847911e-02	9.997729e-01	1
PNMAL2	PNMA-like 2	2016	0	4	0	0	0	0	0	0	0	0	9.997738e-01	NaN	NaN	NaN	NaN	1	9.997738e-01	1
MOGS	mannosyl-oligosaccharide glucosidase	2526	4	0	1	2	0	0	0	2	2	2	9.788258e-01	1	9.150000e-01	9.999998e-01	9.023339e-01	4.029368e-01	9.997742e-01	1
RCC1	regulator of chromosome condensation 1	1397	0	10	2	2	1	1	0	4	4	4	9.788673e-01	1	9.770000e-01	1.000000e+00	9.752872e-01	1.715009e-01	9.997751e-01	1
AP1M1	adaptor-related protein complex 1, mu 1 subunit	1365	10	1	1	3	0	0	0	3	2	3	9.789617e-01	1	2.950000e-01	9.999995e-01	3.011097e-01	7.501612e-01	9.997771e-01	1
CUTC	cutC copper transporter homolog (E. coli)	854	5	0	0	0	0	0	0	0	0	0	9.997772e-01	NaN	NaN	NaN	NaN	1	9.997772e-01	1
SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	1755	7	2	1	4	0	0	0	4	4	4	9.790169e-01	1	6.320000e-01	1.000000e+00	6.445712e-01	2.602232e-01	9.997783e-01	1
ZSCAN20	zinc finger and SCAN domain containing 20	3174	2	0	4	2	0	0	0	2	2	2	9.790302e-01	1	7.700000e-01	9.999999e-01	7.604401e-01	4.693413e-01	9.997786e-01	1
HAND2	heart and neural crest derivatives expressed 2	658	6	0	2	3	0	0	1	4	4	3	9.790596e-01	1	5.230000e-01	1.000000e+00	5.393709e-01	5.643390e-01	9.997792e-01	1
FOXE1	forkhead box E1 (thyroid transcription factor 2)	1122	1	0	3	3	1	0	0	4	4	4	9.790688e-01	1	9.960000e-01	1.000000e+00	9.950431e-01	1.626896e-01	9.997794e-01	1
PEX5	peroxisomal biogenesis factor 5	2088	48	1	1	2	0	0	1	3	2	3	9.790842e-01	1	5.420000e-01	9.999998e-01	5.051033e-01	2.664309e-03	9.997797e-01	1
TMEM115	transmembrane protein 115	1060	55	0	1	0	0	0	0	0	0	0	9.997797e-01	NaN	NaN	NaN	NaN	1	9.997797e-01	1
STK11IP	serine/threonine kinase 11 interacting protein	3359	8	3	3	7	0	1	0	8	8	8	9.790872e-01	1	7.400000e-01	1	7.258865e-01	4.257484e-01	9.997798e-01	1
ETV3	ets variant gene 3	1581	14	1	0	0	0	0	0	0	0	0	9.997810e-01	NaN	NaN	NaN	NaN	1	9.997810e-01	1
REEP2	receptor accessory protein 2	793	4	0	4	0	0	0	0	0	0	0	9.997826e-01	NaN	NaN	NaN	NaN	1	9.997826e-01	1
PRR5L	proline rich 5 like	1135	7	0	4	2	0	0	0	2	2	1	9.792724e-01	1	1	9.999992e-01	1	7.122235e-01	9.997837e-01	1
RABEP1	rabaptin, RAB GTPase binding effector protein 1	2657	9	1	3	1	0	0	1	2	2	2	9.792981e-01	1	6.290000e-01	9.999999e-01	6.228057e-01	4.929752e-01	9.997842e-01	1
RSPH10B2	radial spoke head 10 homolog B2 (Chlamydomonas)	2685	44	0	1	0	0	0	0	0	0	0	9.997851e-01	NaN	NaN	NaN	NaN	1	9.997851e-01	1
ADAM8	ADAM metallopeptidase domain 8	2563	2	3	3	3	0	1	2	6	5	6	9.793441e-01	1	4.000000e-01	1.000000e+00	4.306692e-01	5.048171e-01	9.997852e-01	1
CDAN1	congenital dyserythropoietic anemia, type I	3792	35	1	5	7	0	0	0	7	7	7	9.793789e-01	1	9.980000e-01	1	9.962706e-01	3.828508e-01	9.997859e-01	1
PSG8	pregnancy specific beta-1-glycoprotein 8	1382	32	1	1	1	0	1	0	2	2	2	9.793847e-01	1	5.620000e-01	9.999995e-01	5.594616e-01	7.766929e-01	9.997860e-01	1
DCTN6	dynactin 6	634	61	0	1	0	0	0	0	0	0	0	9.997862e-01	NaN	NaN	NaN	NaN	1	9.997862e-01	1
ATXN7	ataxin 7	2948	2	1	6	5	0	0	0	5	5	5	9.794015e-01	1	8.390000e-01	1.000000e+00	8.507354e-01	1.041131e-01	9.997864e-01	1
CLSTN1	calsyntenin 1	3018	7	2	4	5	0	0	0	5	5	5	9.794037e-01	1	5.660000e-01	1.000000e+00	5.661331e-01	9.910668e-01	9.997864e-01	1
ATCAY	ataxia, cerebellar, Cayman type (caytaxin)	1265	2	2	3	3	0	0	0	3	3	3	9.794286e-01	1	9.750000e-01	1.000000e+00	9.676637e-01	3.532792e-01	9.997869e-01	1
GRASP	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	1243	0	1	4	5	0	0	0	5	5	5	9.794678e-01	1	7.550000e-01	1.000000e+00	7.466867e-01	7.567171e-01	9.997878e-01	1
SF1	splicing factor 1	2479	4	2	3	4	0	0	0	4	4	4	9.794856e-01	1	4.740000e-01	1.000000e+00	4.919805e-01	4.538728e-01	9.997881e-01	1
CDH19	cadherin 19, type 2	2359	3	3	11	18	1	1	0	20	19	20	9.795415e-01	1	7.410000e-01	1	7.475585e-01	9.660579e-01	9.997893e-01	1
TBX5	T-box 5	1651	0	1	9	8	0	0	1	9	9	9	9.795749e-01	1	7.860000e-01	1	7.846026e-01	5.955283e-01	9.997900e-01	1
ZNF219	zinc finger protein 219	2181	12	0	4	4	0	0	1	5	5	5	9.795793e-01	1	8.550000e-01	1.000000e+00	8.619423e-01	7.673895e-02	9.997901e-01	1
KCNK5	potassium channel, subfamily K, member 5	1516	0	1	8	5	0	0	0	5	5	5	9.795820e-01	1	8.570000e-01	1.000000e+00	8.567578e-01	7.306585e-01	9.997901e-01	1
TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	2565	0	5	4	7	0	0	0	7	7	7	9.796079e-01	1	9.080000e-01	1	9.146852e-01	3.515972e-01	9.997907e-01	1
AC020922.1		392	2	0	0	0	0	0	0	0	0	0	9.997924e-01	NaN	NaN	NaN	NaN	1	9.997924e-01	1
AGO3	eukaryotic translation initiation factor 2C, 3	2689	24	1	1	1	0	1	0	2	2	2	9.796970e-01	1	9.610000e-01	9.999999e-01	9.636806e-01	9.152431e-02	9.997925e-01	1
METRN	meteorin, glial cell differentiation regulator	1002	24	0	1	3	0	0	0	3	3	3	9.797447e-01	1	6.720000e-01	1.000000e+00	6.805071e-01	3.691679e-02	9.997935e-01	1
CLPTM1	cleft lip and palate associated transmembrane protein 1	2094	5	3	3	3	0	0	0	3	3	3	9.797602e-01	1	4.880000e-01	1.000000e+00	4.832943e-01	7.205484e-01	9.997938e-01	1
GPHA2	glycoprotein hormone alpha 2	467	2	0	0	0	0	0	0	0	0	0	9.997944e-01	NaN	NaN	NaN	NaN	1	9.997944e-01	1
VCX2	variable charge, X-linked 2	424	7	0	1	0	0	0	0	0	0	0	9.997954e-01	NaN	NaN	NaN	NaN	1	9.997954e-01	1
GRK1	G protein-coupled receptor kinase 1	1716	0	2	3	3	0	0	1	4	4	4	9.798939e-01	1	8.540000e-01	1.000000e+00	8.482441e-01	7.227448e-01	9.997965e-01	1
MAST1	microtubule associated serine/threonine kinase 1	4962	1	5	2	6	0	0	0	6	5	6	9.799115e-01	1	3.770000e-01	1	4.058086e-01	4.478210e-01	9.997969e-01	1
ADAR	adenosine deaminase, RNA-specific	3883	3	4	4	7	0	0	0	7	7	7	9.799269e-01	1	2.680000e-01	1	2.746005e-01	9.578878e-01	9.997972e-01	1
C3orf22	chromosome 3 open reading frame 22	434	0	0	0	0	0	0	0	0	0	0	9.997976e-01	NaN	NaN	NaN	NaN	1	9.997976e-01	1
SAFB	scaffold attachment factor B	2834	27	1	2	1	0	0	0	1	1	1	9.997980e-01	NaN	NaN	NaN	NaN	1.096579e-01	9.997980e-01	1
RPL30	ribosomal protein L30	361	13	1	0	0	0	0	0	0	0	0	9.997995e-01	NaN	NaN	NaN	NaN	1	9.997995e-01	1
PDZD4	PDZ domain containing 4	2356	49	1	2	5	0	0	0	5	5	5	9.800578e-01	1	8.170000e-01	1.000000e+00	8.122607e-01	6.088435e-01	9.997998e-01	1
C19orf73	chromosome 19 open reading frame 73	390	4	0	0	0	0	0	0	0	0	0	9.998005e-01	NaN	NaN	NaN	NaN	1	9.998005e-01	1
LIN7B	lin-7 homolog B (C. elegans)	644	4	0	0	0	0	0	0	0	0	0	9.998005e-01	NaN	NaN	NaN	NaN	1	9.998005e-01	1
MOB1A	MOB kinase activator 1A	723	34	0	1	0	0	0	0	0	0	0	9.998008e-01	NaN	NaN	NaN	NaN	1	9.998008e-01	1
EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	4194	0	6	10	15	1	0	1	17	16	17	9.802022e-01	1	8.550000e-01	1	8.639042e-01	3.253507e-01	9.998027e-01	1
IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	4139	0	2	4	3	0	0	0	3	3	3	9.802814e-01	1	8.330000e-01	1.000000e+00	8.562027e-01	7.202237e-01	9.998043e-01	1
ANKRD9	ankyrin repeat domain 9	954	0	0	3	4	0	0	0	4	4	4	9.803499e-01	1	4.780000e-01	1.000000e+00	4.364848e-01	1.523467e-01	9.998057e-01	1
TRIM67	tripartite motif-containing 67	2427	0	1	5	4	0	1	1	6	5	6	9.803577e-01	1	8.870000e-01	1.000000e+00	8.794275e-01	4.001288e-02	9.998058e-01	1
CDC37	cell division cycle 37 homolog (S. cerevisiae)	1166	54	1	2	0	0	0	0	0	0	0	9.998060e-01	NaN	NaN	NaN	NaN	1	9.998060e-01	1
SCN5A	sodium channel, voltage-gated, type V, alpha subunit	6251	0	4	12	16	1	1	1	19	17	19	9.803793e-01	1	9.960000e-01	1	9.932077e-01	5.587518e-01	9.998062e-01	1
EN2	engrailed homeobox 2	1006	0	0	4	6	0	0	0	6	5	6	9.803860e-01	1	9.810000e-01	1.000000e+00	9.811075e-01	7.147711e-01	9.998064e-01	1
COL14A1	collagen, type XIV, alpha 1	5619	2	3	8	11	0	0	1	12	12	12	9.804026e-01	1	9.510000e-01	1	9.483913e-01	7.179138e-01	9.998067e-01	1
C7orf34	chromosome 7 open reading frame 34	448	7	1	0	0	0	0	0	0	0	0	9.998073e-01	NaN	NaN	NaN	NaN	1	9.998073e-01	1
FOXK1	forkhead box K1	2307	0	1	6	4	0	1	0	5	5	5	9.804550e-01	1	9.490000e-01	1.000000e+00	9.508753e-01	3.131057e-03	9.998077e-01	1
PITHD1	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1	656	12	0	1	0	0	0	0	0	0	0	9.998081e-01	NaN	NaN	NaN	NaN	1	9.998081e-01	1
MPP1	membrane protein, palmitoylated 1, 55kDa	1459	22	1	2	0	0	0	0	0	0	0	9.998085e-01	NaN	NaN	NaN	NaN	1	9.998085e-01	1
DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	3880	3	0	5	5	0	0	0	5	5	5	9.804991e-01	1	9.850000e-01	1	9.803541e-01	1.014151e-01	9.998086e-01	1
PXMP4	peroxisomal membrane protein 4, 24kDa	671	11	0	2	0	0	0	0	0	0	0	9.998094e-01	NaN	NaN	NaN	NaN	1	9.998094e-01	1
TRIM61	tripartite motif-containing 61	634	3	0	0	0	0	0	0	0	0	0	9.998101e-01	NaN	NaN	NaN	NaN	1	9.998101e-01	1
RNF126	ring finger protein 126	968	1	0	5	3	0	0	0	3	3	3	9.805915e-01	1	4.830000e-01	1.000000e+00	5.133606e-01	1.490011e-02	9.998104e-01	1
CD68	CD68 molecule	1085	6	0	1	0	0	0	0	0	0	0	9.998105e-01	NaN	NaN	NaN	NaN	1	9.998105e-01	1
C3orf52	chromosome 3 open reading frame 52	1076	2	0	2	0	0	0	0	0	0	0	9.998106e-01	NaN	NaN	NaN	NaN	1	9.998106e-01	1
GCSAM	germinal center-associated, signaling and motility	563	2	1	1	0	0	0	0	0	0	0	9.998106e-01	NaN	NaN	NaN	NaN	1	9.998106e-01	1
WDR61	WD repeat domain 61	954	49	2	0	0	0	0	0	0	0	0	9.998109e-01	NaN	NaN	NaN	NaN	1	9.998109e-01	1
KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9	1186	25	0	2	3	0	0	0	3	3	3	9.806249e-01	1	6.580000e-01	1.000000e+00	6.573040e-01	6.667390e-01	9.998111e-01	1
RECQL5	RecQ protein-like 5	3131	4	3	4	3	0	1	0	4	4	4	9.806509e-01	1	9.850000e-01	1.000000e+00	9.737061e-01	4.774607e-02	9.998116e-01	1
WFDC12	WAP four-disulfide core domain 12	344	60	0	0	0	0	0	0	0	0	0	9.998116e-01	NaN	NaN	NaN	NaN	1	9.998116e-01	1
PRDM15	PR domain containing 15	4708	1	4	11	12	0	2	1	15	12	14	9.806619e-01	1	5.150000e-01	1	5.229872e-01	6.384165e-01	9.998118e-01	1
MMRN1	multimerin 1	3715	0	1	7	9	0	0	0	9	9	9	9.806736e-01	1	5.990000e-01	1	5.717645e-01	5.908556e-01	9.998120e-01	1
CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	2401	25	0	3	0	0	0	0	0	0	0	9.998137e-01	NaN	NaN	NaN	NaN	1	9.998137e-01	1
SRR	serine racemase	1051	5	0	1	0	0	0	0	0	0	0	9.998141e-01	NaN	NaN	NaN	NaN	1	9.998141e-01	1
PRKCZ	protein kinase C, zeta	1871	11	2	1	2	0	1	0	3	3	3	9.808576e-01	1	8.490000e-01	1.000000e+00	8.507948e-01	9.111940e-01	9.998156e-01	1
MED25	mediator complex subunit 25	2312	8	3	4	3	0	0	0	3	3	3	9.809444e-01	1	5.810000e-01	1.000000e+00	5.973530e-01	2.355403e-01	9.998173e-01	1
KCNT1	potassium channel, subfamily T, member 1	4108	3	6	8	15	0	1	0	16	16	16	9.809664e-01	1	6.550000e-01	1	6.485128e-01	2.039766e-01	9.998177e-01	1
METTL7A	methyltransferase like 7A	739	10	0	0	0	0	0	0	0	0	0	9.998180e-01	NaN	NaN	NaN	NaN	1	9.998180e-01	1
GCSH	glycine cleavage system protein H (aminomethyl carrier)	601	9	1	1	0	0	0	0	0	0	0	9.998184e-01	NaN	NaN	NaN	NaN	1	9.998184e-01	1
GSAP		2685	3	3	3	3	0	0	0	3	3	3	9.810033e-01	1	6.780000e-01	1.000000e+00	6.696316e-01	5.351183e-02	9.998184e-01	1
GDNF	glial cell derived neurotrophic factor	695	7	1	2	2	0	0	0	2	2	2	9.810051e-01	1	8.410000e-01	9.999980e-01	8.491905e-01	3.367199e-01	9.998184e-01	1
STAMBPL1	STAM binding protein-like 1	1481	4	0	2	0	0	0	0	0	0	0	9.998196e-01	NaN	NaN	NaN	NaN	1	9.998196e-01	1
SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	1322	0	0	4	3	0	0	0	3	3	3	9.811296e-01	1	9.860000e-01	1.000000e+00	9.894776e-01	4.030966e-01	9.998208e-01	1
TUBGCP2	tubulin, gamma complex associated protein 2	2861	5	3	5	5	0	0	0	5	5	5	9.811414e-01	1	6.200000e-01	1.000000e+00	5.892731e-01	3.018377e-01	9.998210e-01	1
PRDX5	peroxiredoxin 5	665	6	0	2	0	0	0	0	0	0	0	9.998214e-01	NaN	NaN	NaN	NaN	1	9.998214e-01	1
RGS10	regulator of G-protein signaling 10	594	5	1	1	0	0	0	0	0	0	0	9.998215e-01	NaN	NaN	NaN	NaN	1	9.998215e-01	1
RAB20	RAB20, member RAS oncogene family	709	4	1	2	0	0	0	0	0	0	0	9.998215e-01	NaN	NaN	NaN	NaN	1	9.998215e-01	1
RAPGEF1	Rap guanine nucleotide exchange factor (GEF) 1	3455	2	4	4	9	0	2	0	11	8	11	9.811793e-01	1	8.860000e-01	1	8.918303e-01	3.096417e-01	9.998218e-01	1
LPP	LIM domain containing preferred translocation partner in lipoma	1920	0	1	4	2	0	0	0	2	2	2	9.811842e-01	1	7.500000e-01	9.999997e-01	7.757754e-01	3.916027e-01	9.998219e-01	1
